SIMULATE WITH PROPERTIES:
---------------------------
BAMCP with ENV: N-armed Bernoulli Bandits
Miscalibration with Options: ['Sets a cost to sampling a bandit, with known bandit having a value of 0.', 'Unfavorable prior for non-zero bandit(s)']
BAMCP Settings: Discount: 0.950000, Epsilon: 0.100000, Num_Sims: 1500, Num_Steps: 50, Num_Trials: 10
BAMCP Priors: (Alpha=[[ 0.  0.]], Beta=[[ 0.  0.]])
True bandit probabilities: [ 0.5  1. ]
---------------------------
Acton: 1 | Reward: 0.000000
Steps Taken: 1 | Time Diff: 5.1
Acton: 1 | Reward: 0.000000
Steps Taken: 2 | Time Diff: 10.26
Acton: 1 | Reward: 0.000000
Steps Taken: 3 | Time Diff: 15.43
Acton: 1 | Reward: 0.000000
Steps Taken: 4 | Time Diff: 20.59
Acton: 1 | Reward: 0.000000
Steps Taken: 5 | Time Diff: 25.75
Acton: 1 | Reward: 0.000000
Steps Taken: 6 | Time Diff: 30.91
Acton: 1 | Reward: 0.000000
Steps Taken: 7 | Time Diff: 36.06
Acton: 1 | Reward: 0.000000
Steps Taken: 8 | Time Diff: 41.22
Acton: 1 | Reward: 0.000000
Steps Taken: 9 | Time Diff: 46.39
Acton: 1 | Reward: 0.000000
Steps Taken: 10 | Time Diff: 51.55
Acton: 1 | Reward: 0.000000
Steps Taken: 11 | Time Diff: 56.71
Acton: 1 | Reward: 0.000000
Steps Taken: 12 | Time Diff: 61.88
Acton: 1 | Reward: 0.000000
Steps Taken: 13 | Time Diff: 67.04
Acton: 1 | Reward: 0.000000
Steps Taken: 14 | Time Diff: 72.2
Acton: 1 | Reward: 0.000000
Steps Taken: 15 | Time Diff: 77.37
Acton: 1 | Reward: 0.000000
Steps Taken: 16 | Time Diff: 82.52
Acton: 1 | Reward: 0.000000
Steps Taken: 17 | Time Diff: 87.68
Acton: 1 | Reward: 0.000000
Steps Taken: 18 | Time Diff: 92.83
Acton: 1 | Reward: 0.000000
Steps Taken: 19 | Time Diff: 98.0
Acton: 1 | Reward: 0.000000
Steps Taken: 20 | Time Diff: 103.16
Acton: 1 | Reward: 0.000000
Steps Taken: 21 | Time Diff: 108.33
Acton: 1 | Reward: 0.000000
Steps Taken: 22 | Time Diff: 113.48
Acton: 1 | Reward: 0.000000
Steps Taken: 23 | Time Diff: 118.64
Acton: 1 | Reward: 0.000000
Steps Taken: 24 | Time Diff: 123.8
Acton: 1 | Reward: 0.000000
Steps Taken: 25 | Time Diff: 128.96
Acton: 1 | Reward: 0.000000
Steps Taken: 26 | Time Diff: 134.12
Acton: 1 | Reward: 0.000000
Steps Taken: 27 | Time Diff: 139.27
Acton: 1 | Reward: 0.000000
Steps Taken: 28 | Time Diff: 144.44
Acton: 1 | Reward: 0.000000
Steps Taken: 29 | Time Diff: 149.6
Acton: 1 | Reward: 0.000000
Steps Taken: 30 | Time Diff: 154.76
Acton: 1 | Reward: 0.000000
Steps Taken: 31 | Time Diff: 159.9
Acton: 1 | Reward: 0.000000
Steps Taken: 32 | Time Diff: 165.06
Acton: 1 | Reward: 0.000000
Steps Taken: 33 | Time Diff: 170.2
Acton: 1 | Reward: 0.000000
Steps Taken: 34 | Time Diff: 175.35
Acton: 1 | Reward: 0.000000
Steps Taken: 35 | Time Diff: 180.5
Acton: 1 | Reward: 0.000000
Steps Taken: 36 | Time Diff: 185.66
Acton: 1 | Reward: 0.000000
Steps Taken: 37 | Time Diff: 190.82
Acton: 1 | Reward: 0.000000
Steps Taken: 38 | Time Diff: 195.97
Acton: 1 | Reward: 0.000000
Steps Taken: 39 | Time Diff: 201.13
Acton: 1 | Reward: 0.000000
Steps Taken: 40 | Time Diff: 206.27
Acton: 1 | Reward: 0.000000
Steps Taken: 41 | Time Diff: 211.44
Acton: 1 | Reward: 0.000000
Steps Taken: 42 | Time Diff: 216.59
Acton: 1 | Reward: 0.000000
Steps Taken: 43 | Time Diff: 221.75
Acton: 1 | Reward: 0.000000
Steps Taken: 44 | Time Diff: 226.91
Acton: 1 | Reward: 0.000000
Steps Taken: 45 | Time Diff: 232.07
Acton: 1 | Reward: 0.000000
Steps Taken: 46 | Time Diff: 237.22
Acton: 1 | Reward: 0.000000
