SIMULATE WITH PROPERTIES:
---------------------------
BAMCP with ENV: N-armed Bernoulli Bandits
Miscalibration with Options: ['Sets a cost to sampling a bandit, with known bandit having a value of 0.', 'Unfavorable prior for non-zero bandit(s)']
BAMCP Settings: Discount: 0.950000, Epsilon: 0.100000, Num_Sims: 1500, Num_Steps: 50, Num_Trials: 10
BAMCP Priors: (Alpha=[[ 0.  0.]], Beta=[[ 0.  0.]])
True bandit probabilities: [ 0.5  1. ]
---------------------------
Acton: 1 | Reward: 0.000000
Steps Taken: 1 | Time Diff: 5.13
Acton: 1 | Reward: 0.000000
Steps Taken: 2 | Time Diff: 10.26
Acton: 1 | Reward: 0.000000
Steps Taken: 3 | Time Diff: 15.4
Acton: 1 | Reward: 0.000000
Steps Taken: 4 | Time Diff: 20.54
Acton: 1 | Reward: 0.000000
Steps Taken: 5 | Time Diff: 25.68
Acton: 1 | Reward: 0.000000
Steps Taken: 6 | Time Diff: 30.82
Acton: 1 | Reward: 0.000000
Steps Taken: 7 | Time Diff: 35.97
Acton: 1 | Reward: 0.000000
Steps Taken: 8 | Time Diff: 41.1
Acton: 1 | Reward: 0.000000
Steps Taken: 9 | Time Diff: 46.24
Acton: 1 | Reward: 0.000000
Steps Taken: 10 | Time Diff: 51.39
Acton: 1 | Reward: 0.000000
Steps Taken: 11 | Time Diff: 56.53
Acton: 1 | Reward: 0.000000
Steps Taken: 12 | Time Diff: 61.68
Acton: 1 | Reward: 0.000000
Steps Taken: 13 | Time Diff: 66.82
Acton: 1 | Reward: 0.000000
Steps Taken: 14 | Time Diff: 71.97
Acton: 1 | Reward: 0.000000
Steps Taken: 15 | Time Diff: 77.1
Acton: 1 | Reward: 0.000000
Steps Taken: 16 | Time Diff: 82.25
Acton: 1 | Reward: 0.000000
Steps Taken: 17 | Time Diff: 87.39
Acton: 1 | Reward: 0.000000
Steps Taken: 18 | Time Diff: 92.52
Acton: 1 | Reward: 0.000000
Steps Taken: 19 | Time Diff: 97.65
Acton: 1 | Reward: 0.000000
Steps Taken: 20 | Time Diff: 102.78
Acton: 1 | Reward: 0.000000
Steps Taken: 21 | Time Diff: 107.91
Acton: 1 | Reward: 0.000000
Steps Taken: 22 | Time Diff: 113.05
Acton: 1 | Reward: 0.000000
Steps Taken: 23 | Time Diff: 118.18
Acton: 1 | Reward: 0.000000
Steps Taken: 24 | Time Diff: 123.31
Acton: 1 | Reward: 0.000000
Steps Taken: 25 | Time Diff: 128.49
Acton: 1 | Reward: 0.000000
Steps Taken: 26 | Time Diff: 133.64
Acton: 1 | Reward: 0.000000
Steps Taken: 27 | Time Diff: 138.81
Acton: 1 | Reward: 0.000000
Steps Taken: 28 | Time Diff: 143.99
Acton: 1 | Reward: 0.000000
Steps Taken: 29 | Time Diff: 149.17
Acton: 1 | Reward: 0.000000
Steps Taken: 30 | Time Diff: 154.34
Acton: 1 | Reward: 0.000000
Steps Taken: 31 | Time Diff: 159.52
Acton: 1 | Reward: 0.000000
Steps Taken: 32 | Time Diff: 164.7
Acton: 1 | Reward: 0.000000
Steps Taken: 33 | Time Diff: 169.89
Acton: 1 | Reward: 0.000000
Steps Taken: 34 | Time Diff: 175.07
Acton: 1 | Reward: 0.000000
Steps Taken: 35 | Time Diff: 180.24
Acton: 1 | Reward: 0.000000
Steps Taken: 36 | Time Diff: 185.41
Acton: 1 | Reward: 0.000000
Steps Taken: 37 | Time Diff: 190.59
Acton: 1 | Reward: 0.000000
Steps Taken: 38 | Time Diff: 195.77
Acton: 1 | Reward: 0.000000
Steps Taken: 39 | Time Diff: 200.95
Acton: 1 | Reward: 0.000000
Steps Taken: 40 | Time Diff: 206.14
Acton: 1 | Reward: 0.000000
Steps Taken: 41 | Time Diff: 211.29
Acton: 1 | Reward: 0.000000
Steps Taken: 42 | Time Diff: 216.45
Acton: 1 | Reward: 0.000000
Steps Taken: 43 | Time Diff: 221.6
Acton: 1 | Reward: 0.000000
Steps Taken: 44 | Time Diff: 226.76
Acton: 1 | Reward: 0.000000
Steps Taken: 45 | Time Diff: 232.06
Acton: 1 | Reward: 0.000000
Steps Taken: 46 | Time Diff: 237.17
Acton: 1 | Reward: 0.000000
Steps Taken: 47 | Time Diff: 242.42
Acton: 1 | Reward: 0.000000
Steps Taken: 48 | Time Diff: 247.92
Acton: 1 | Reward: 0.000000
Steps Taken: 49 | Time Diff: 253.91
Acton: 1 | Reward: 0.000000
Steps Taken: 50 | Time Diff: 260.46
Acton: 1 | Reward: 0.000000
Steps Taken: 1 | Time Diff: 266.73
Acton: 1 | Reward: 0.000000
Steps Taken: 2 | Time Diff: 272.95
Acton: 1 | Reward: 0.000000
Steps Taken: 3 | Time Diff: 279.16
Acton: 1 | Reward: 0.000000
Steps Taken: 4 | Time Diff: 285.39
Acton: 1 | Reward: 0.000000
Steps Taken: 5 | Time Diff: 291.38
Acton: 1 | Reward: 0.000000
Steps Taken: 6 | Time Diff: 297.54
Acton: 1 | Reward: 0.000000
Steps Taken: 7 | Time Diff: 303.66
Acton: 1 | Reward: 0.000000
Steps Taken: 8 | Time Diff: 309.84
Acton: 1 | Reward: 0.000000
Steps Taken: 9 | Time Diff: 316.11
Acton: 1 | Reward: 0.000000
Steps Taken: 10 | Time Diff: 322.1
Acton: 1 | Reward: 0.000000
Steps Taken: 11 | Time Diff: 328.5
Acton: 1 | Reward: 0.000000
Steps Taken: 12 | Time Diff: 334.66
Acton: 1 | Reward: 0.000000
Steps Taken: 13 | Time Diff: 340.93
Acton: 1 | Reward: 0.000000
Steps Taken: 14 | Time Diff: 347.05
Acton: 1 | Reward: 0.000000
Steps Taken: 15 | Time Diff: 353.43
Acton: 1 | Reward: 0.000000
Steps Taken: 16 | Time Diff: 359.82
Acton: 1 | Reward: 0.000000
Steps Taken: 17 | Time Diff: 366.22
Acton: 1 | Reward: 0.000000
Steps Taken: 18 | Time Diff: 372.44
Acton: 1 | Reward: 0.000000
Steps Taken: 19 | Time Diff: 378.57
Acton: 1 | Reward: 0.000000
Steps Taken: 20 | Time Diff: 384.93
Acton: 1 | Reward: 0.000000
Steps Taken: 21 | Time Diff: 391.2
Acton: 1 | Reward: 0.000000
Steps Taken: 22 | Time Diff: 397.57
Acton: 1 | Reward: 0.000000
Steps Taken: 23 | Time Diff: 403.82
Acton: 1 | Reward: 0.000000
Steps Taken: 24 | Time Diff: 410.16
Acton: 1 | Reward: 0.000000
