SIMULATE WITH PROPERTIES:
---------------------------
BAMCP with ENV: N-armed Bernoulli Bandits
Miscalibration with Options: ['Sets a cost to sampling a bandit, with known bandit having a value of 0.', 'Unfavorable prior for non-zero bandit(s)']
BAMCP Settings: Discount: 0.950000, Epsilon: 0.100000, Num_Sims: 1500, Num_Steps: 50, Num_Trials: 10
BAMCP Priors: (Alpha=[[ 0.  0.]], Beta=[[ 0.  0.]])
True bandit probabilities: [ 0.5  1. ]
---------------------------
Acton: 1 | Reward: 0.000000
Steps Taken: 1 | Time Diff: 5.04
Acton: 1 | Reward: 0.000000
Steps Taken: 2 | Time Diff: 10.16
Acton: 1 | Reward: 0.000000
Steps Taken: 3 | Time Diff: 15.27
Acton: 1 | Reward: 0.000000
Steps Taken: 4 | Time Diff: 20.4
Acton: 1 | Reward: 0.000000
Steps Taken: 5 | Time Diff: 25.51
Acton: 1 | Reward: 0.000000
Steps Taken: 6 | Time Diff: 30.63
Acton: 1 | Reward: 0.000000
Steps Taken: 7 | Time Diff: 35.74
Acton: 1 | Reward: 0.000000
Steps Taken: 8 | Time Diff: 40.86
Acton: 1 | Reward: 0.000000
Steps Taken: 9 | Time Diff: 45.96
Acton: 1 | Reward: 0.000000
Steps Taken: 10 | Time Diff: 51.08
Acton: 1 | Reward: 0.000000
Steps Taken: 11 | Time Diff: 56.2
Acton: 1 | Reward: 0.000000
Steps Taken: 12 | Time Diff: 61.33
Acton: 1 | Reward: 0.000000
Steps Taken: 13 | Time Diff: 66.45
Acton: 1 | Reward: 0.000000
Steps Taken: 14 | Time Diff: 71.57
Acton: 1 | Reward: 0.000000
Steps Taken: 15 | Time Diff: 76.7
Acton: 1 | Reward: 0.000000
Steps Taken: 16 | Time Diff: 81.82
Acton: 1 | Reward: 0.000000
Steps Taken: 17 | Time Diff: 86.95
Acton: 1 | Reward: 0.000000
Steps Taken: 18 | Time Diff: 92.08
Acton: 0 | Reward: 0.350000
Steps Taken: 19 | Time Diff: 97.19
Acton: 0 | Reward: 0.350000
Steps Taken: 20 | Time Diff: 102.32
Acton: 1 | Reward: 0.000000
Steps Taken: 21 | Time Diff: 107.46
Acton: 0 | Reward: -0.650000
Steps Taken: 22 | Time Diff: 112.59
Acton: 1 | Reward: 0.000000
Steps Taken: 23 | Time Diff: 117.72
Acton: 1 | Reward: 0.000000
Steps Taken: 24 | Time Diff: 122.84
Acton: 1 | Reward: 0.000000
Steps Taken: 25 | Time Diff: 127.97
Acton: 1 | Reward: 0.000000
Steps Taken: 26 | Time Diff: 133.1
Acton: 1 | Reward: 0.000000
Steps Taken: 27 | Time Diff: 138.23
Acton: 1 | Reward: 0.000000
Steps Taken: 28 | Time Diff: 143.35
Acton: 0 | Reward: 0.350000
Steps Taken: 29 | Time Diff: 148.48
Acton: 0 | Reward: -0.650000
Steps Taken: 30 | Time Diff: 153.62
Acton: 0 | Reward: -0.650000
Steps Taken: 31 | Time Diff: 158.74
Acton: 1 | Reward: 0.000000
Steps Taken: 32 | Time Diff: 163.85
Acton: 1 | Reward: 0.000000
Steps Taken: 33 | Time Diff: 168.96
Acton: 1 | Reward: 0.000000
Steps Taken: 34 | Time Diff: 174.09
Acton: 0 | Reward: -0.650000
Steps Taken: 35 | Time Diff: 179.21
Acton: 1 | Reward: 0.000000
Steps Taken: 36 | Time Diff: 184.32
Acton: 1 | Reward: 0.000000
Steps Taken: 37 | Time Diff: 189.43
Acton: 1 | Reward: 0.000000
Steps Taken: 38 | Time Diff: 194.54
Acton: 1 | Reward: 0.000000
Steps Taken: 39 | Time Diff: 199.65
Acton: 1 | Reward: 0.000000
Steps Taken: 40 | Time Diff: 204.76
Acton: 1 | Reward: 0.000000
Steps Taken: 41 | Time Diff: 209.87
Acton: 1 | Reward: 0.000000
Steps Taken: 42 | Time Diff: 214.98
Acton: 1 | Reward: 0.000000
Steps Taken: 43 | Time Diff: 220.1
Acton: 1 | Reward: 0.000000
Steps Taken: 44 | Time Diff: 225.22
Acton: 1 | Reward: 0.000000
Steps Taken: 45 | Time Diff: 230.34
Acton: 1 | Reward: 0.000000
Steps Taken: 46 | Time Diff: 235.45
Acton: 1 | Reward: 0.000000
Steps Taken: 47 | Time Diff: 240.57
Acton: 1 | Reward: 0.000000
Steps Taken: 48 | Time Diff: 245.69
Acton: 1 | Reward: 0.000000
Steps Taken: 49 | Time Diff: 250.8
Acton: 1 | Reward: 0.000000
Steps Taken: 50 | Time Diff: 255.91
Acton: 1 | Reward: 0.000000
Steps Taken: 1 | Time Diff: 261.06
Acton: 1 | Reward: 0.000000
Steps Taken: 2 | Time Diff: 266.19
Acton: 1 | Reward: 0.000000
Steps Taken: 3 | Time Diff: 271.33
Acton: 1 | Reward: 0.000000
Steps Taken: 4 | Time Diff: 276.48
Acton: 1 | Reward: 0.000000
Steps Taken: 5 | Time Diff: 281.63
Acton: 1 | Reward: 0.000000
Steps Taken: 6 | Time Diff: 286.76
Acton: 1 | Reward: 0.000000
Steps Taken: 7 | Time Diff: 291.89
Acton: 1 | Reward: 0.000000
Steps Taken: 8 | Time Diff: 297.02
Acton: 1 | Reward: 0.000000
Steps Taken: 9 | Time Diff: 302.16
Acton: 1 | Reward: 0.000000
Steps Taken: 10 | Time Diff: 307.28
Acton: 1 | Reward: 0.000000
Steps Taken: 11 | Time Diff: 312.41
Acton: 1 | Reward: 0.000000
Steps Taken: 12 | Time Diff: 317.53
Acton: 1 | Reward: 0.000000
Steps Taken: 13 | Time Diff: 322.66
Acton: 1 | Reward: 0.000000
Steps Taken: 14 | Time Diff: 327.8
Acton: 1 | Reward: 0.000000
