SIMULATE WITH PROPERTIES:
---------------------------
BAMCP with ENV: N-armed Bernoulli Bandits
Miscalibration with Options: ['Sets a cost to sampling a bandit, with known bandit having a value of 0.', 'Unfavorable prior for non-zero bandit(s)']
BAMCP Settings: Discount: 0.950000, Epsilon: 0.100000, Num_Sims: 1500, Num_Steps: 50, Num_Trials: 10
BAMCP Priors: (Alpha=[[ 0.  0.]], Beta=[[ 0.  0.]])
True bandit probabilities: [ 0.5  1. ]
---------------------------
Acton: 0 | Reward: 0.550000
Steps Taken: 1 | Time Diff: 4.51
Acton: 0 | Reward: 0.550000
Steps Taken: 2 | Time Diff: 9.02
Acton: 0 | Reward: 0.550000
Steps Taken: 3 | Time Diff: 13.54
Acton: 0 | Reward: -0.450000
Steps Taken: 4 | Time Diff: 18.06
Acton: 0 | Reward: -0.450000
Steps Taken: 5 | Time Diff: 22.58
Acton: 0 | Reward: -0.450000
Steps Taken: 6 | Time Diff: 27.1
Acton: 0 | Reward: -0.450000
Steps Taken: 7 | Time Diff: 31.62
Acton: 1 | Reward: 0.000000
Steps Taken: 8 | Time Diff: 36.13
Acton: 1 | Reward: 0.000000
Steps Taken: 9 | Time Diff: 40.64
Acton: 1 | Reward: 0.000000
Steps Taken: 10 | Time Diff: 45.14
Acton: 1 | Reward: 0.000000
Steps Taken: 11 | Time Diff: 51.52
Acton: 1 | Reward: 0.000000
Steps Taken: 12 | Time Diff: 56.02
Acton: 1 | Reward: 0.000000
Steps Taken: 13 | Time Diff: 60.52
Acton: 1 | Reward: 0.000000
Steps Taken: 14 | Time Diff: 66.68
Acton: 1 | Reward: 0.000000
Steps Taken: 15 | Time Diff: 76.21
Acton: 0 | Reward: 0.550000
Steps Taken: 16 | Time Diff: 85.75
Acton: 0 | Reward: -0.450000
Steps Taken: 17 | Time Diff: 94.09
Acton: 0 | Reward: 0.550000
Steps Taken: 18 | Time Diff: 98.59
Acton: 0 | Reward: 0.550000
Steps Taken: 19 | Time Diff: 103.1
Acton: 0 | Reward: 0.550000
Steps Taken: 20 | Time Diff: 107.6
Acton: 0 | Reward: -0.450000
Steps Taken: 21 | Time Diff: 112.1
Acton: 0 | Reward: 0.550000
Steps Taken: 22 | Time Diff: 116.61
Acton: 0 | Reward: 0.550000
Steps Taken: 23 | Time Diff: 124.58
Acton: 0 | Reward: -0.450000
Steps Taken: 24 | Time Diff: 134.14
Acton: 0 | Reward: 0.550000
Steps Taken: 25 | Time Diff: 140.78
Acton: 0 | Reward: 0.550000
Steps Taken: 26 | Time Diff: 149.96
Acton: 0 | Reward: -0.450000
Steps Taken: 27 | Time Diff: 158.19
Acton: 0 | Reward: -0.450000
Steps Taken: 28 | Time Diff: 162.7
Acton: 0 | Reward: 0.550000
Steps Taken: 29 | Time Diff: 167.2
Acton: 0 | Reward: -0.450000
Steps Taken: 30 | Time Diff: 171.92
Acton: 1 | Reward: 0.000000
Steps Taken: 31 | Time Diff: 181.45
Acton: 0 | Reward: 0.550000
Steps Taken: 32 | Time Diff: 186.8
Acton: 0 | Reward: 0.550000
Steps Taken: 33 | Time Diff: 191.3
Acton: 0 | Reward: -0.450000
Steps Taken: 34 | Time Diff: 195.81
