SIMULATE WITH PROPERTIES:
---------------------------
BAMCP with ENV: N-armed Bernoulli Bandits
Miscalibration with Options: ['Sets a cost to sampling a bandit, with known bandit having a value of 0.', 'Unfavorable prior for non-zero bandit(s)']
BAMCP Settings: Discount: 0.950000, Epsilon: 0.100000, Num_Sims: 1500, Num_Steps: 50, Num_Trials: 10
BAMCP Priors: (Alpha=[[ 0.  0.]], Beta=[[ 0.  0.]])
True bandit probabilities: [ 0.5  1. ]
---------------------------
Acton: 1 | Reward: 0.000000
Steps Taken: 1 | Time Diff: 6.07
Acton: 1 | Reward: 0.000000
Steps Taken: 2 | Time Diff: 12.57
Acton: 1 | Reward: 0.000000
Steps Taken: 3 | Time Diff: 18.97
Acton: 1 | Reward: 0.000000
Steps Taken: 4 | Time Diff: 25.39
Acton: 1 | Reward: 0.000000
Steps Taken: 5 | Time Diff: 31.54
Acton: 1 | Reward: 0.000000
Steps Taken: 6 | Time Diff: 37.79
Acton: 1 | Reward: 0.000000
Steps Taken: 7 | Time Diff: 44.23
Acton: 1 | Reward: 0.000000
Steps Taken: 8 | Time Diff: 50.48
Acton: 1 | Reward: 0.000000
Steps Taken: 9 | Time Diff: 56.74
Acton: 1 | Reward: 0.000000
Steps Taken: 10 | Time Diff: 63.08
Acton: 1 | Reward: 0.000000
Steps Taken: 11 | Time Diff: 69.11
Acton: 1 | Reward: 0.000000
Steps Taken: 12 | Time Diff: 75.52
Acton: 1 | Reward: 0.000000
Steps Taken: 13 | Time Diff: 81.77
Acton: 1 | Reward: 0.000000
Steps Taken: 14 | Time Diff: 87.92
Acton: 1 | Reward: 0.000000
Steps Taken: 15 | Time Diff: 94.65
Acton: 1 | Reward: 0.000000
Steps Taken: 16 | Time Diff: 100.92
Acton: 1 | Reward: 0.000000
Steps Taken: 17 | Time Diff: 107.22
Acton: 1 | Reward: 0.000000
Steps Taken: 18 | Time Diff: 113.58
Acton: 1 | Reward: 0.000000
Steps Taken: 19 | Time Diff: 119.94
Acton: 1 | Reward: 0.000000
Steps Taken: 20 | Time Diff: 126.24
Acton: 1 | Reward: 0.000000
Steps Taken: 21 | Time Diff: 132.41
Acton: 1 | Reward: 0.000000
Steps Taken: 22 | Time Diff: 138.72
Acton: 1 | Reward: 0.000000
Steps Taken: 23 | Time Diff: 144.98
Acton: 1 | Reward: 0.000000
Steps Taken: 24 | Time Diff: 151.35
Acton: 1 | Reward: 0.000000
Steps Taken: 25 | Time Diff: 157.77
Acton: 1 | Reward: 0.000000
Steps Taken: 26 | Time Diff: 163.97
Acton: 1 | Reward: 0.000000
Steps Taken: 27 | Time Diff: 170.12
Acton: 1 | Reward: 0.000000
Steps Taken: 28 | Time Diff: 176.22
Acton: 1 | Reward: 0.000000
Steps Taken: 29 | Time Diff: 182.74
Acton: 1 | Reward: 0.000000
Steps Taken: 30 | Time Diff: 189.12
Acton: 1 | Reward: 0.000000
Steps Taken: 31 | Time Diff: 195.24
Acton: 1 | Reward: 0.000000
Steps Taken: 32 | Time Diff: 201.7
Acton: 1 | Reward: 0.000000
Steps Taken: 33 | Time Diff: 208.08
Acton: 1 | Reward: 0.000000
Steps Taken: 34 | Time Diff: 214.38
Acton: 1 | Reward: 0.000000
Steps Taken: 35 | Time Diff: 220.58
Acton: 1 | Reward: 0.000000
Steps Taken: 36 | Time Diff: 227.0
Acton: 1 | Reward: 0.000000
Steps Taken: 37 | Time Diff: 233.21
Acton: 1 | Reward: 0.000000
Steps Taken: 38 | Time Diff: 239.69
Acton: 1 | Reward: 0.000000
Steps Taken: 39 | Time Diff: 246.31
Acton: 1 | Reward: 0.000000
