SIMULATE WITH PROPERTIES:
---------------------------
BAMCP with ENV: N-armed Bernoulli Bandits
Miscalibration with Options: ['Sets a cost to sampling a bandit, with known bandit having a value of 0.', 'Unfavorable prior for non-zero bandit(s)']
BAMCP Settings: Discount: 0.950000, Epsilon: 0.100000, Num_Sims: 1500, Num_Steps: 50, Num_Trials: 10
BAMCP Priors: (Alpha=[[ 0.  0.]], Beta=[[ 0.  0.]])
True bandit probabilities: [ 0.5  1. ]
---------------------------
Acton: 0 | Reward: 0.250000
Steps Taken: 1 | Time Diff: 5.16
Acton: 1 | Reward: 0.000000
Steps Taken: 2 | Time Diff: 10.36
Acton: 1 | Reward: 0.000000
Steps Taken: 3 | Time Diff: 15.54
Acton: 1 | Reward: 0.000000
Steps Taken: 4 | Time Diff: 20.73
Acton: 0 | Reward: -0.750000
Steps Taken: 5 | Time Diff: 25.91
Acton: 1 | Reward: 0.000000
Steps Taken: 6 | Time Diff: 31.08
Acton: 1 | Reward: 0.000000
Steps Taken: 7 | Time Diff: 36.26
Acton: 1 | Reward: 0.000000
Steps Taken: 8 | Time Diff: 41.43
Acton: 1 | Reward: 0.000000
Steps Taken: 9 | Time Diff: 46.61
Acton: 1 | Reward: 0.000000
Steps Taken: 10 | Time Diff: 51.78
Acton: 1 | Reward: 0.000000
Steps Taken: 11 | Time Diff: 56.96
Acton: 1 | Reward: 0.000000
Steps Taken: 12 | Time Diff: 62.13
Acton: 1 | Reward: 0.000000
Steps Taken: 13 | Time Diff: 67.3
Acton: 1 | Reward: 0.000000
Steps Taken: 14 | Time Diff: 72.47
Acton: 1 | Reward: 0.000000
Steps Taken: 15 | Time Diff: 77.64
Acton: 1 | Reward: 0.000000
Steps Taken: 16 | Time Diff: 82.82
Acton: 1 | Reward: 0.000000
Steps Taken: 17 | Time Diff: 87.99
Acton: 1 | Reward: 0.000000
Steps Taken: 18 | Time Diff: 93.16
Acton: 1 | Reward: 0.000000
Steps Taken: 19 | Time Diff: 98.34
Acton: 1 | Reward: 0.000000
Steps Taken: 20 | Time Diff: 103.51
Acton: 1 | Reward: 0.000000
Steps Taken: 21 | Time Diff: 108.68
Acton: 1 | Reward: 0.000000
Steps Taken: 22 | Time Diff: 113.86
Acton: 1 | Reward: 0.000000
Steps Taken: 23 | Time Diff: 119.02
Acton: 1 | Reward: 0.000000
Steps Taken: 24 | Time Diff: 124.2
Acton: 1 | Reward: 0.000000
Steps Taken: 25 | Time Diff: 129.35
Acton: 1 | Reward: 0.000000
Steps Taken: 26 | Time Diff: 134.52
Acton: 1 | Reward: 0.000000
Steps Taken: 27 | Time Diff: 139.69
Acton: 1 | Reward: 0.000000
Steps Taken: 28 | Time Diff: 144.87
Acton: 1 | Reward: 0.000000
Steps Taken: 29 | Time Diff: 150.05
Acton: 1 | Reward: 0.000000
Steps Taken: 30 | Time Diff: 155.22
Acton: 1 | Reward: 0.000000
Steps Taken: 31 | Time Diff: 160.39
Acton: 1 | Reward: 0.000000
Steps Taken: 32 | Time Diff: 165.55
Acton: 1 | Reward: 0.000000
Steps Taken: 33 | Time Diff: 170.72
Acton: 1 | Reward: 0.000000
Steps Taken: 34 | Time Diff: 175.88
Acton: 1 | Reward: 0.000000
Steps Taken: 35 | Time Diff: 181.04
Acton: 1 | Reward: 0.000000
Steps Taken: 36 | Time Diff: 186.21
Acton: 1 | Reward: 0.000000
Steps Taken: 37 | Time Diff: 191.37
Acton: 1 | Reward: 0.000000
Steps Taken: 38 | Time Diff: 196.53
Acton: 1 | Reward: 0.000000
Steps Taken: 39 | Time Diff: 201.69
Acton: 1 | Reward: 0.000000
Steps Taken: 40 | Time Diff: 206.86
Acton: 1 | Reward: 0.000000
Steps Taken: 41 | Time Diff: 212.02
Acton: 1 | Reward: 0.000000
Steps Taken: 42 | Time Diff: 217.2
Acton: 1 | Reward: 0.000000
Steps Taken: 43 | Time Diff: 222.38
Acton: 1 | Reward: 0.000000
Steps Taken: 44 | Time Diff: 227.54
Acton: 1 | Reward: 0.000000
Steps Taken: 45 | Time Diff: 232.71
Acton: 1 | Reward: 0.000000
Steps Taken: 46 | Time Diff: 237.88
Acton: 1 | Reward: 0.000000
Steps Taken: 47 | Time Diff: 243.05
Acton: 1 | Reward: 0.000000
Steps Taken: 48 | Time Diff: 248.23
Acton: 1 | Reward: 0.000000
Steps Taken: 49 | Time Diff: 253.4
Acton: 1 | Reward: 0.000000
Steps Taken: 50 | Time Diff: 258.57
Acton: 1 | Reward: 0.000000
Steps Taken: 1 | Time Diff: 263.76
Acton: 1 | Reward: 0.000000
Steps Taken: 2 | Time Diff: 268.95
Acton: 1 | Reward: 0.000000
Steps Taken: 3 | Time Diff: 274.13
Acton: 1 | Reward: 0.000000
Steps Taken: 4 | Time Diff: 279.32
Acton: 1 | Reward: 0.000000
Steps Taken: 5 | Time Diff: 284.52
Acton: 1 | Reward: 0.000000
Steps Taken: 6 | Time Diff: 289.7
Acton: 1 | Reward: 0.000000
Steps Taken: 7 | Time Diff: 294.87
Acton: 1 | Reward: 0.000000
Steps Taken: 8 | Time Diff: 300.04
Acton: 1 | Reward: 0.000000
Steps Taken: 9 | Time Diff: 305.22
Acton: 1 | Reward: 0.000000
Steps Taken: 10 | Time Diff: 310.39
Acton: 1 | Reward: 0.000000
Steps Taken: 11 | Time Diff: 315.56
Acton: 1 | Reward: 0.000000
Steps Taken: 12 | Time Diff: 320.74
Acton: 1 | Reward: 0.000000
Steps Taken: 13 | Time Diff: 325.91
Acton: 1 | Reward: 0.000000
Steps Taken: 14 | Time Diff: 331.09
Acton: 1 | Reward: 0.000000
Steps Taken: 15 | Time Diff: 336.26
Acton: 1 | Reward: 0.000000
Steps Taken: 16 | Time Diff: 341.44
Acton: 1 | Reward: 0.000000
Steps Taken: 17 | Time Diff: 346.62
Acton: 1 | Reward: 0.000000
Steps Taken: 18 | Time Diff: 351.81
Acton: 1 | Reward: 0.000000
Steps Taken: 19 | Time Diff: 356.98
Acton: 1 | Reward: 0.000000
Steps Taken: 20 | Time Diff: 362.16
Acton: 1 | Reward: 0.000000
Steps Taken: 21 | Time Diff: 367.35
Acton: 1 | Reward: 0.000000
Steps Taken: 22 | Time Diff: 372.54
Acton: 1 | Reward: 0.000000
Steps Taken: 23 | Time Diff: 377.72
Acton: 1 | Reward: 0.000000
Steps Taken: 24 | Time Diff: 382.92
Acton: 1 | Reward: 0.000000
Steps Taken: 25 | Time Diff: 388.11
Acton: 0 | Reward: 0.250000
Steps Taken: 26 | Time Diff: 393.3
Acton: 1 | Reward: 0.000000
Steps Taken: 27 | Time Diff: 398.5
Acton: 0 | Reward: -0.750000
Steps Taken: 28 | Time Diff: 403.7
Acton: 1 | Reward: 0.000000
Steps Taken: 29 | Time Diff: 408.88
Acton: 1 | Reward: 0.000000
Steps Taken: 30 | Time Diff: 414.08
Acton: 1 | Reward: 0.000000
Steps Taken: 31 | Time Diff: 419.26
Acton: 1 | Reward: 0.000000
Steps Taken: 32 | Time Diff: 424.45
Acton: 1 | Reward: 0.000000
Steps Taken: 33 | Time Diff: 429.64
Acton: 1 | Reward: 0.000000
Steps Taken: 34 | Time Diff: 434.82
Acton: 1 | Reward: 0.000000
Steps Taken: 35 | Time Diff: 440.0
Acton: 1 | Reward: 0.000000
Steps Taken: 36 | Time Diff: 445.18
Acton: 1 | Reward: 0.000000
Steps Taken: 37 | Time Diff: 450.37
Acton: 1 | Reward: 0.000000
Steps Taken: 38 | Time Diff: 455.56
Acton: 1 | Reward: 0.000000
Steps Taken: 39 | Time Diff: 460.9
Acton: 1 | Reward: 0.000000
Steps Taken: 40 | Time Diff: 466.18
Acton: 1 | Reward: 0.000000
Steps Taken: 41 | Time Diff: 471.38
Acton: 1 | Reward: 0.000000
Steps Taken: 42 | Time Diff: 476.65
Acton: 1 | Reward: 0.000000
Steps Taken: 43 | Time Diff: 482.54
Acton: 1 | Reward: 0.000000
Steps Taken: 44 | Time Diff: 488.93
Acton: 1 | Reward: 0.000000
Steps Taken: 45 | Time Diff: 495.16
Acton: 1 | Reward: 0.000000
Steps Taken: 46 | Time Diff: 501.65
Acton: 1 | Reward: 0.000000
Steps Taken: 47 | Time Diff: 507.79
Acton: 1 | Reward: 0.000000
Steps Taken: 48 | Time Diff: 514.04
Acton: 1 | Reward: 0.000000
