SIMULATE WITH PROPERTIES:
---------------------------
BAMCP with ENV: N-armed Bernoulli Bandits
Miscalibration with Options: ['Sets a cost to sampling a bandit, with known bandit having a value of 0.', 'Unfavorable prior for non-zero bandit(s)']
BAMCP Settings: Discount: 0.950000, Epsilon: 0.100000, Num_Sims: 1500, Num_Steps: 50, Num_Trials: 10
BAMCP Priors: (Alpha=[[ 0.  0.]], Beta=[[ 0.  0.]])
True bandit probabilities: [ 0.5  1. ]
---------------------------
Acton: 0 | Reward: -0.250000
Acton: 0 | Reward: 0.750000
Steps Taken: 40 | Time Diff: 181.74
Acton: 0 | Reward: 0.750000
Steps Taken: 41 | Time Diff: 186.23
Acton: 0 | Reward: 0.750000
Steps Taken: 42 | Time Diff: 190.72
Acton: 0 | Reward: -0.250000
Steps Taken: 43 | Time Diff: 195.21
Acton: 0 | Reward: -0.250000
Steps Taken: 44 | Time Diff: 199.71
Acton: 0 | Reward: -0.250000
Steps Taken: 45 | Time Diff: 204.2
Acton: 0 | Reward: 0.750000
Steps Taken: 46 | Time Diff: 208.7
Acton: 0 | Reward: -0.250000
Steps Taken: 47 | Time Diff: 213.2
Acton: 0 | Reward: -0.250000
Steps Taken: 48 | Time Diff: 217.71
Acton: 0 | Reward: 0.750000
Steps Taken: 49 | Time Diff: 222.23
Acton: 0 | Reward: 0.750000
Steps Taken: 50 | Time Diff: 226.74
Acton: 0 | Reward: 0.750000
Steps Taken: 1 | Time Diff: 232.95
Acton: 0 | Reward: -0.250000
Steps Taken: 2 | Time Diff: 237.47
Acton: 1 | Reward: 0.000000
Steps Taken: 3 | Time Diff: 241.97
Acton: 0 | Reward: -0.250000
Steps Taken: 4 | Time Diff: 246.59
Acton: 0 | Reward: 0.750000
Steps Taken: 5 | Time Diff: 252.17
Acton: 0 | Reward: -0.250000
Steps Taken: 6 | Time Diff: 256.69
Acton: 0 | Reward: 0.750000
Steps Taken: 7 | Time Diff: 261.2
Acton: 0 | Reward: 0.750000
Steps Taken: 8 | Time Diff: 266.24
Acton: 0 | Reward: -0.250000
Steps Taken: 9 | Time Diff: 272.46
Acton: 0 | Reward: 0.750000
Steps Taken: 10 | Time Diff: 282.13
Acton: 0 | Reward: -0.250000
Steps Taken: 11 | Time Diff: 291.77
Acton: 0 | Reward: 0.750000
Steps Taken: 12 | Time Diff: 297.48
Acton: 0 | Reward: 0.750000
Steps Taken: 13 | Time Diff: 301.99
Acton: 0 | Reward: -0.250000
Steps Taken: 14 | Time Diff: 306.48
Acton: 0 | Reward: 0.750000
Steps Taken: 15 | Time Diff: 310.98
Acton: 0 | Reward: 0.750000
Steps Taken: 16 | Time Diff: 315.49
Acton: 0 | Reward: -0.250000
Steps Taken: 17 | Time Diff: 319.99
Acton: 0 | Reward: -0.250000
Steps Taken: 18 | Time Diff: 324.5
Acton: 0 | Reward: 0.750000
Steps Taken: 19 | Time Diff: 328.99
Acton: 0 | Reward: 0.750000
Steps Taken: 20 | Time Diff: 333.49
Acton: 0 | Reward: -0.250000
Steps Taken: 21 | Time Diff: 337.98
Acton: 0 | Reward: 0.750000
Steps Taken: 22 | Time Diff: 342.49
Acton: 0 | Reward: 0.750000
Steps Taken: 23 | Time Diff: 346.99
Acton: 0 | Reward: 0.750000
Steps Taken: 24 | Time Diff: 351.49
Acton: 0 | Reward: -0.250000
Steps Taken: 25 | Time Diff: 355.99
Acton: 0 | Reward: 0.750000
Steps Taken: 26 | Time Diff: 360.5
Acton: 0 | Reward: 0.750000
Steps Taken: 27 | Time Diff: 365.0
Acton: 0 | Reward: -0.250000
Steps Taken: 28 | Time Diff: 369.51
Acton: 0 | Reward: -0.250000
Steps Taken: 29 | Time Diff: 374.01
Acton: 0 | Reward: 0.750000
Steps Taken: 30 | Time Diff: 378.53
Acton: 0 | Reward: 0.750000
Steps Taken: 31 | Time Diff: 383.05
Acton: 0 | Reward: 0.750000
Steps Taken: 32 | Time Diff: 387.55
Acton: 0 | Reward: 0.750000
Steps Taken: 33 | Time Diff: 392.07
Acton: 0 | Reward: -0.250000
Steps Taken: 34 | Time Diff: 396.59
Acton: 0 | Reward: -0.250000
Steps Taken: 35 | Time Diff: 401.11
Acton: 0 | Reward: -0.250000
Steps Taken: 36 | Time Diff: 405.62
Acton: 0 | Reward: -0.250000
Steps Taken: 37 | Time Diff: 410.13
Acton: 0 | Reward: 0.750000
Steps Taken: 38 | Time Diff: 414.67
Acton: 0 | Reward: -0.250000
Steps Taken: 39 | Time Diff: 419.18
Acton: 0 | Reward: 0.750000
Steps Taken: 40 | Time Diff: 423.69
Acton: 0 | Reward: 0.750000
Steps Taken: 41 | Time Diff: 428.2
Acton: 0 | Reward: -0.250000
Steps Taken: 42 | Time Diff: 432.71
Acton: 0 | Reward: 0.750000
Steps Taken: 43 | Time Diff: 437.23
Acton: 0 | Reward: 0.750000
Steps Taken: 44 | Time Diff: 441.74
Acton: 0 | Reward: 0.750000
Steps Taken: 45 | Time Diff: 446.24
Acton: 0 | Reward: -0.250000
Steps Taken: 46 | Time Diff: 450.75
Acton: 0 | Reward: -0.250000
Steps Taken: 47 | Time Diff: 455.25
Acton: 0 | Reward: 0.750000
Steps Taken: 48 | Time Diff: 459.76
Acton: 0 | Reward: 0.750000
Steps Taken: 49 | Time Diff: 464.27
Acton: 0 | Reward: -0.250000
Steps Taken: 50 | Time Diff: 468.79
Acton: 0 | Reward: -0.250000
Steps Taken: 1 | Time Diff: 473.28
Acton: 0 | Reward: -0.250000
Steps Taken: 2 | Time Diff: 477.79
Acton: 0 | Reward: -0.250000
Steps Taken: 3 | Time Diff: 482.29
Acton: 1 | Reward: 0.000000
Steps Taken: 4 | Time Diff: 486.77
Acton: 1 | Reward: 0.000000
Steps Taken: 5 | Time Diff: 491.27
Acton: 1 | Reward: 0.000000
Steps Taken: 6 | Time Diff: 495.75
Acton: 1 | Reward: 0.000000
Steps Taken: 7 | Time Diff: 500.25
Acton: 1 | Reward: 0.000000
Steps Taken: 8 | Time Diff: 507.77
Acton: 0 | Reward: 0.750000
Steps Taken: 9 | Time Diff: 513.51
Acton: 0 | Reward: -0.250000
Steps Taken: 10 | Time Diff: 521.18
Acton: 0 | Reward: 0.750000
Steps Taken: 11 | Time Diff: 530.9
Acton: 0 | Reward: -0.250000
Steps Taken: 12 | Time Diff: 540.64
Acton: 0 | Reward: 0.750000
Steps Taken: 13 | Time Diff: 550.35
Acton: 0 | Reward: -0.250000
Steps Taken: 14 | Time Diff: 560.07
Acton: 0 | Reward: -0.250000
Steps Taken: 15 | Time Diff: 569.29
Acton: 0 | Reward: 0.750000
Steps Taken: 16 | Time Diff: 577.81
Acton: 0 | Reward: 0.750000
Steps Taken: 17 | Time Diff: 585.85
Acton: 0 | Reward: -0.250000
Steps Taken: 18 | Time Diff: 595.42
Acton: 0 | Reward: -0.250000
Steps Taken: 19 | Time Diff: 604.86
Acton: 0 | Reward: 0.750000
Steps Taken: 20 | Time Diff: 614.31
Acton: 0 | Reward: -0.250000
Steps Taken: 21 | Time Diff: 623.77
Acton: 0 | Reward: 0.750000
Steps Taken: 22 | Time Diff: 633.22
Acton: 0 | Reward: 0.750000
Steps Taken: 23 | Time Diff: 642.7
Acton: 0 | Reward: 0.750000
Steps Taken: 24 | Time Diff: 652.15
Acton: 0 | Reward: 0.750000
Steps Taken: 25 | Time Diff: 661.61
Acton: 0 | Reward: 0.750000
Steps Taken: 26 | Time Diff: 671.06
Acton: 0 | Reward: 0.750000
Steps Taken: 27 | Time Diff: 680.49
Acton: 0 | Reward: -0.250000
Steps Taken: 28 | Time Diff: 689.93
Acton: 0 | Reward: 0.750000
Steps Taken: 29 | Time Diff: 699.38
Acton: 0 | Reward: 0.750000
Steps Taken: 30 | Time Diff: 708.86
Acton: 0 | Reward: -0.250000
Steps Taken: 31 | Time Diff: 718.3
Acton: 0 | Reward: -0.250000
Steps Taken: 32 | Time Diff: 727.75
Acton: 0 | Reward: 0.750000
Steps Taken: 33 | Time Diff: 737.21
Acton: 0 | Reward: 0.750000
Steps Taken: 34 | Time Diff: 742.3
Acton: 0 | Reward: -0.250000
Steps Taken: 35 | Time Diff: 751.27
Acton: 0 | Reward: -0.250000
Steps Taken: 36 | Time Diff: 760.72
Acton: 0 | Reward: 0.750000
Steps Taken: 37 | Time Diff: 770.16
Acton: 0 | Reward: -0.250000
Steps Taken: 38 | Time Diff: 779.61
Acton: 0 | Reward: 0.750000
Steps Taken: 39 | Time Diff: 789.05
Acton: 0 | Reward: -0.250000
Steps Taken: 40 | Time Diff: 798.5
Acton: 0 | Reward: -0.250000
Steps Taken: 41 | Time Diff: 807.95
Acton: 0 | Reward: -0.250000
Steps Taken: 42 | Time Diff: 817.41
Acton: 0 | Reward: 0.750000
Steps Taken: 43 | Time Diff: 826.86
Acton: 0 | Reward: 0.750000
Steps Taken: 44 | Time Diff: 836.32
Acton: 0 | Reward: -0.250000
Steps Taken: 45 | Time Diff: 845.75
Acton: 0 | Reward: -0.250000
Steps Taken: 46 | Time Diff: 855.19
Acton: 0 | Reward: -0.250000
Steps Taken: 47 | Time Diff: 864.64
Acton: 0 | Reward: -0.250000
Steps Taken: 48 | Time Diff: 874.03
Acton: 0 | Reward: 0.750000
Steps Taken: 49 | Time Diff: 883.45
Acton: 0 | Reward: 0.750000
Steps Taken: 50 | Time Diff: 891.68
Acton: 0 | Reward: -0.250000
Steps Taken: 1 | Time Diff: 897.8
Acton: 1 | Reward: 0.000000
Steps Taken: 2 | Time Diff: 907.22
Acton: 0 | Reward: 0.750000
Steps Taken: 3 | Time Diff: 916.66
Acton: 0 | Reward: 0.750000
Steps Taken: 4 | Time Diff: 926.15
Acton: 0 | Reward: 0.750000
Steps Taken: 5 | Time Diff: 935.58
Acton: 0 | Reward: 0.750000
Steps Taken: 6 | Time Diff: 945.06
Acton: 0 | Reward: -0.250000
Steps Taken: 7 | Time Diff: 954.5
Acton: 0 | Reward: 0.750000
Steps Taken: 8 | Time Diff: 963.94
Acton: 0 | Reward: 0.750000
Steps Taken: 9 | Time Diff: 973.39
Acton: 0 | Reward: 0.750000
Steps Taken: 10 | Time Diff: 982.85
Acton: 0 | Reward: -0.250000
Steps Taken: 11 | Time Diff: 992.28
Acton: 0 | Reward: -0.250000
Steps Taken: 12 | Time Diff: 1001.74
Acton: 0 | Reward: 0.750000
Steps Taken: 13 | Time Diff: 1011.17
Acton: 0 | Reward: -0.250000
Steps Taken: 14 | Time Diff: 1020.61
Acton: 0 | Reward: -0.250000
Steps Taken: 15 | Time Diff: 1030.05
Acton: 0 | Reward: 0.750000
Steps Taken: 16 | Time Diff: 1039.51
Acton: 0 | Reward: -0.250000
Steps Taken: 17 | Time Diff: 1048.94
Acton: 0 | Reward: -0.250000
Steps Taken: 18 | Time Diff: 1058.38
Acton: 0 | Reward: -0.250000
Steps Taken: 19 | Time Diff: 1067.8
Acton: 0 | Reward: 0.750000
Steps Taken: 20 | Time Diff: 1077.23
Acton: 0 | Reward: -0.250000
Steps Taken: 21 | Time Diff: 1086.67
Acton: 0 | Reward: 0.750000
Steps Taken: 22 | Time Diff: 1096.1
Acton: 0 | Reward: 0.750000
Steps Taken: 23 | Time Diff: 1105.54
Acton: 0 | Reward: -0.250000
Steps Taken: 24 | Time Diff: 1114.61
Acton: 0 | Reward: 0.750000
Steps Taken: 25 | Time Diff: 1120.86
Acton: 0 | Reward: -0.250000
Steps Taken: 26 | Time Diff: 1130.26
Acton: 0 | Reward: -0.250000
Steps Taken: 27 | Time Diff: 1136.59
Acton: 0 | Reward: -0.250000
Steps Taken: 28 | Time Diff: 1141.08
Acton: 0 | Reward: 0.750000
Steps Taken: 29 | Time Diff: 1145.56
Acton: 0 | Reward: -0.250000
Steps Taken: 30 | Time Diff: 1150.04
Acton: 0 | Reward: -0.250000
Steps Taken: 31 | Time Diff: 1154.52
Acton: 0 | Reward: -0.250000
Steps Taken: 32 | Time Diff: 1161.46
Acton: 0 | Reward: -0.250000
Steps Taken: 33 | Time Diff: 1170.85
Acton: 0 | Reward: -0.250000
Steps Taken: 34 | Time Diff: 1180.24
Acton: 0 | Reward: -0.250000
Steps Taken: 35 | Time Diff: 1189.67
Acton: 0 | Reward: 0.750000
Steps Taken: 36 | Time Diff: 1199.04
Acton: 0 | Reward: -0.250000
Steps Taken: 37 | Time Diff: 1208.43
Acton: 0 | Reward: -0.250000
Steps Taken: 38 | Time Diff: 1217.83
Acton: 0 | Reward: 0.750000
Steps Taken: 39 | Time Diff: 1224.15
Acton: 0 | Reward: 0.750000
Steps Taken: 40 | Time Diff: 1228.63
Acton: 0 | Reward: -0.250000
Steps Taken: 41 | Time Diff: 1233.12
Acton: 0 | Reward: 0.750000
Steps Taken: 42 | Time Diff: 1238.54
Acton: 0 | Reward: 0.750000
Steps Taken: 43 | Time Diff: 1247.96
Acton: 0 | Reward: -0.250000
Steps Taken: 44 | Time Diff: 1257.36
Acton: 0 | Reward: -0.250000
Steps Taken: 45 | Time Diff: 1266.79
Acton: 0 | Reward: 0.750000
Steps Taken: 46 | Time Diff: 1276.23
Acton: 0 | Reward: 0.750000
Steps Taken: 47 | Time Diff: 1285.65
Acton: 0 | Reward: -0.250000
Steps Taken: 48 | Time Diff: 1294.57
Acton: 0 | Reward: 0.750000
Steps Taken: 49 | Time Diff: 1299.06
Acton: 0 | Reward: 0.750000
Steps Taken: 50 | Time Diff: 1306.58
Acton: 0 | Reward: 0.750000
Steps Taken: 1 | Time Diff: 1315.94
Acton: 0 | Reward: -0.250000
Steps Taken: 2 | Time Diff: 1321.18
Acton: 0 | Reward: 0.750000
Steps Taken: 3 | Time Diff: 1325.66
Acton: 0 | Reward: 0.750000
Steps Taken: 4 | Time Diff: 1330.38
Acton: 0 | Reward: -0.250000
Steps Taken: 5 | Time Diff: 1339.04
Acton: 0 | Reward: 0.750000
Steps Taken: 6 | Time Diff: 1348.44
Acton: 0 | Reward: -0.250000
Steps Taken: 7 | Time Diff: 1357.8
Acton: 0 | Reward: 0.750000
Steps Taken: 8 | Time Diff: 1367.18
Acton: 0 | Reward: 0.750000
Steps Taken: 9 | Time Diff: 1376.58
Acton: 0 | Reward: 0.750000
Steps Taken: 10 | Time Diff: 1385.97
Acton: 0 | Reward: -0.250000
Steps Taken: 11 | Time Diff: 1395.37
Acton: 0 | Reward: -0.250000
Steps Taken: 12 | Time Diff: 1404.8
Acton: 0 | Reward: 0.750000
Steps Taken: 13 | Time Diff: 1414.21
Acton: 0 | Reward: -0.250000
Steps Taken: 14 | Time Diff: 1423.6
Acton: 0 | Reward: 0.750000
Steps Taken: 15 | Time Diff: 1433.02
Acton: 0 | Reward: -0.250000
Steps Taken: 16 | Time Diff: 1442.42
Acton: 0 | Reward: 0.750000
Steps Taken: 17 | Time Diff: 1451.84
Acton: 0 | Reward: -0.250000
Steps Taken: 18 | Time Diff: 1461.26
Acton: 0 | Reward: -0.250000
Steps Taken: 19 | Time Diff: 1470.69
Acton: 0 | Reward: -0.250000
Steps Taken: 20 | Time Diff: 1480.11
Acton: 0 | Reward: 0.750000
Steps Taken: 21 | Time Diff: 1489.5
Acton: 0 | Reward: 0.750000
Steps Taken: 22 | Time Diff: 1494.56
Acton: 0 | Reward: -0.250000
Steps Taken: 23 | Time Diff: 1499.06
Acton: 0 | Reward: -0.250000
Steps Taken: 24 | Time Diff: 1503.56
Acton: 0 | Reward: -0.250000
Steps Taken: 25 | Time Diff: 1511.64
Acton: 0 | Reward: -0.250000
Steps Taken: 26 | Time Diff: 1521.07
Acton: 0 | Reward: -0.250000
Steps Taken: 27 | Time Diff: 1530.46
Acton: 0 | Reward: 0.750000
Steps Taken: 28 | Time Diff: 1539.92
Acton: 0 | Reward: 0.750000
Steps Taken: 29 | Time Diff: 1549.32
Acton: 0 | Reward: -0.250000
Steps Taken: 30 | Time Diff: 1558.71
Acton: 0 | Reward: 0.750000
Steps Taken: 31 | Time Diff: 1568.1
Acton: 0 | Reward: 0.750000
Steps Taken: 32 | Time Diff: 1576.27
Acton: 0 | Reward: -0.250000
Steps Taken: 33 | Time Diff: 1582.22
Acton: 0 | Reward: -0.250000
Steps Taken: 34 | Time Diff: 1586.8
Acton: 0 | Reward: -0.250000
Steps Taken: 35 | Time Diff: 1591.29
Acton: 0 | Reward: -0.250000
Steps Taken: 36 | Time Diff: 1595.79
Acton: 0 | Reward: 0.750000
Steps Taken: 37 | Time Diff: 1600.27
Acton: 0 | Reward: 0.750000
Steps Taken: 38 | Time Diff: 1604.78
Acton: 0 | Reward: -0.250000
Steps Taken: 39 | Time Diff: 1609.27
Acton: 0 | Reward: 0.750000
Steps Taken: 40 | Time Diff: 1613.77
Acton: 0 | Reward: 0.750000
Steps Taken: 41 | Time Diff: 1618.25
Acton: 0 | Reward: 0.750000
Steps Taken: 42 | Time Diff: 1622.74
Acton: 0 | Reward: -0.250000
Steps Taken: 43 | Time Diff: 1627.24
Acton: 0 | Reward: 0.750000
Steps Taken: 44 | Time Diff: 1631.73
Acton: 0 | Reward: 0.750000
Steps Taken: 45 | Time Diff: 1636.23
Acton: 0 | Reward: 0.750000
Steps Taken: 46 | Time Diff: 1640.72
Acton: 0 | Reward: 0.750000
Steps Taken: 47 | Time Diff: 1645.22
Acton: 0 | Reward: -0.250000
Steps Taken: 48 | Time Diff: 1649.72
Acton: 0 | Reward: -0.250000
Steps Taken: 49 | Time Diff: 1654.2
Acton: 0 | Reward: 0.750000
Steps Taken: 50 | Time Diff: 1658.69
Acton: 0 | Reward: -0.250000
Steps Taken: 1 | Time Diff: 1663.16
Acton: 0 | Reward: -0.250000
Steps Taken: 2 | Time Diff: 1667.66
Acton: 1 | Reward: 0.000000
Steps Taken: 3 | Time Diff: 1672.13
Acton: 1 | Reward: 0.000000
Steps Taken: 4 | Time Diff: 1676.61
Acton: 0 | Reward: -0.250000
Steps Taken: 5 | Time Diff: 1681.08
Acton: 1 | Reward: 0.000000
Steps Taken: 6 | Time Diff: 1685.53
Acton: 1 | Reward: 0.000000
Steps Taken: 7 | Time Diff: 1689.98
Acton: 1 | Reward: 0.000000
Steps Taken: 8 | Time Diff: 1694.44
Acton: 1 | Reward: 0.000000
Steps Taken: 9 | Time Diff: 1698.91
Acton: 1 | Reward: 0.000000
Steps Taken: 10 | Time Diff: 1703.38
Acton: 0 | Reward: 0.750000
Steps Taken: 11 | Time Diff: 1707.86
Acton: 0 | Reward: 0.750000
Steps Taken: 12 | Time Diff: 1712.33
Acton: 0 | Reward: -0.250000
Steps Taken: 13 | Time Diff: 1716.82
Acton: 0 | Reward: -0.250000
Steps Taken: 14 | Time Diff: 1721.3
Acton: 0 | Reward: -0.250000
Steps Taken: 15 | Time Diff: 1725.78
Acton: 0 | Reward: 0.750000
Steps Taken: 16 | Time Diff: 1730.25
Acton: 1 | Reward: 0.000000
Steps Taken: 17 | Time Diff: 1734.73
Acton: 0 | Reward: -0.250000
Steps Taken: 18 | Time Diff: 1739.2
Acton: 0 | Reward: 0.750000
Steps Taken: 19 | Time Diff: 1743.69
Acton: 0 | Reward: -0.250000
Steps Taken: 20 | Time Diff: 1748.18
Acton: 0 | Reward: -0.250000
Steps Taken: 21 | Time Diff: 1752.66
Acton: 0 | Reward: 0.750000
Steps Taken: 22 | Time Diff: 1757.16
Acton: 0 | Reward: 0.750000
Steps Taken: 23 | Time Diff: 1761.66
Acton: 0 | Reward: 0.750000
Steps Taken: 24 | Time Diff: 1766.15
Acton: 0 | Reward: 0.750000
Steps Taken: 25 | Time Diff: 1770.64
Acton: 0 | Reward: -0.250000
Steps Taken: 26 | Time Diff: 1775.14
Acton: 0 | Reward: -0.250000
Steps Taken: 27 | Time Diff: 1780.64
Acton: 0 | Reward: 0.750000
Steps Taken: 28 | Time Diff: 1786.05
Acton: 0 | Reward: 0.750000
Steps Taken: 29 | Time Diff: 1794.6
Acton: 0 | Reward: -0.250000
Steps Taken: 30 | Time Diff: 1804.03
Acton: 0 | Reward: 0.750000
Steps Taken: 31 | Time Diff: 1813.44
Acton: 0 | Reward: 0.750000
Steps Taken: 32 | Time Diff: 1822.86
Acton: 0 | Reward: -0.250000
Steps Taken: 33 | Time Diff: 1832.29
Acton: 0 | Reward: -0.250000
Steps Taken: 34 | Time Diff: 1841.72
Acton: 0 | Reward: -0.250000
Steps Taken: 35 | Time Diff: 1851.14
Acton: 0 | Reward: -0.250000
Steps Taken: 36 | Time Diff: 1860.56
Acton: 0 | Reward: -0.250000
Steps Taken: 37 | Time Diff: 1869.98
Acton: 0 | Reward: -0.250000
Steps Taken: 38 | Time Diff: 1879.39
Acton: 0 | Reward: 0.750000
Steps Taken: 39 | Time Diff: 1888.78
Acton: 0 | Reward: -0.250000
Steps Taken: 40 | Time Diff: 1898.19
Acton: 0 | Reward: -0.250000
Steps Taken: 41 | Time Diff: 1907.58
Acton: 0 | Reward: 0.750000
Steps Taken: 42 | Time Diff: 1916.96
Acton: 0 | Reward: -0.250000
Steps Taken: 43 | Time Diff: 1926.38
Acton: 0 | Reward: -0.250000
Steps Taken: 44 | Time Diff: 1935.77
Acton: 0 | Reward: 0.750000
Steps Taken: 45 | Time Diff: 1945.18
Acton: 0 | Reward: 0.750000
Steps Taken: 46 | Time Diff: 1954.59
Acton: 0 | Reward: -0.250000
Steps Taken: 47 | Time Diff: 1964.13
Acton: 0 | Reward: 0.750000
Steps Taken: 48 | Time Diff: 1973.78
Acton: 0 | Reward: -0.250000
Steps Taken: 49 | Time Diff: 1978.56
Acton: 0 | Reward: 0.750000
Steps Taken: 50 | Time Diff: 1984.46
Acton: 0 | Reward: 0.750000
Steps Taken: 1 | Time Diff: 1991.9
Acton: 0 | Reward: -0.250000
Steps Taken: 2 | Time Diff: 1998.13
Acton: 0 | Reward: 0.750000
Steps Taken: 3 | Time Diff: 2002.61
Acton: 0 | Reward: -0.250000
Steps Taken: 4 | Time Diff: 2010.35
Acton: 0 | Reward: -0.250000
Steps Taken: 5 | Time Diff: 2019.76
Acton: 0 | Reward: 0.750000
Steps Taken: 6 | Time Diff: 2029.2
Acton: 0 | Reward: -0.250000
Steps Taken: 7 | Time Diff: 2038.62
Acton: 0 | Reward: 0.750000
Steps Taken: 8 | Time Diff: 2048.06
Acton: 0 | Reward: 0.750000
Steps Taken: 9 | Time Diff: 2053.59
Acton: 0 | Reward: 0.750000
Steps Taken: 10 | Time Diff: 2058.09
Acton: 0 | Reward: 0.750000
Steps Taken: 11 | Time Diff: 2063.81
Acton: 0 | Reward: -0.250000
Steps Taken: 12 | Time Diff: 2070.6
Acton: 0 | Reward: -0.250000
Steps Taken: 13 | Time Diff: 2080.06
Acton: 0 | Reward: -0.250000
Steps Taken: 14 | Time Diff: 2085.69
Acton: 0 | Reward: -0.250000
Steps Taken: 15 | Time Diff: 2094.48
Acton: 0 | Reward: 0.750000
Steps Taken: 16 | Time Diff: 2100.39
Acton: 0 | Reward: -0.250000
Steps Taken: 17 | Time Diff: 2107.39
Acton: 0 | Reward: 0.750000
Steps Taken: 18 | Time Diff: 2111.87
Acton: 0 | Reward: -0.250000
Steps Taken: 19 | Time Diff: 2118.13
Acton: 0 | Reward: 0.750000
Steps Taken: 20 | Time Diff: 2127.59
Acton: 0 | Reward: 0.750000
Steps Taken: 21 | Time Diff: 2137.07
Acton: 0 | Reward: -0.250000
Steps Taken: 22 | Time Diff: 2146.52
Acton: 0 | Reward: -0.250000
Steps Taken: 23 | Time Diff: 2153.5
Acton: 0 | Reward: 0.750000
Steps Taken: 24 | Time Diff: 2157.98
Acton: 0 | Reward: -0.250000
Steps Taken: 25 | Time Diff: 2166.6
Acton: 0 | Reward: 0.750000
Steps Taken: 26 | Time Diff: 2176.03
Acton: 0 | Reward: 0.750000
Steps Taken: 27 | Time Diff: 2181.14
Acton: 0 | Reward: -0.250000
Steps Taken: 28 | Time Diff: 2189.15
Acton: 0 | Reward: -0.250000
Steps Taken: 29 | Time Diff: 2198.59
Acton: 0 | Reward: 0.750000
Steps Taken: 30 | Time Diff: 2205.01
Acton: 0 | Reward: -0.250000
Steps Taken: 31 | Time Diff: 2211.44
Acton: 0 | Reward: 0.750000
Steps Taken: 32 | Time Diff: 2220.79
Acton: 0 | Reward: -0.250000
Steps Taken: 33 | Time Diff: 2226.03
