SIMULATE WITH PROPERTIES:
---------------------------
BAMCP with ENV: N-armed Bernoulli Bandits
Miscalibration with Options: ['Sets a cost to sampling a bandit, with known bandit having a value of 0.', 'Unfavorable prior for non-zero bandit(s)']
BAMCP Settings: Discount: 0.950000, Epsilon: 0.100000, Num_Sims: 1500, Num_Steps: 50, Num_Trials: 10
BAMCP Priors: (Alpha=[[ 0.  0.]], Beta=[[ 0.  0.]])
True bandit probabilities: [ 0.5  1. ]
---------------------------
Acton: 1 | Reward: 0.000000
Steps Taken: 1 | Time Diff: 6.15
Acton: 1 | Reward: 0.000000
Steps Taken: 2 | Time Diff: 10.63
Acton: 0 | Reward: 0.600000
Steps Taken: 3 | Time Diff: 15.1
Acton: 0 | Reward: -0.400000
Steps Taken: 4 | Time Diff: 19.56
Acton: 1 | Reward: 0.000000
Steps Taken: 5 | Time Diff: 24.02
Acton: 0 | Reward: -0.400000
Steps Taken: 6 | Time Diff: 28.49
Acton: 1 | Reward: 0.000000
Steps Taken: 7 | Time Diff: 32.94
Acton: 0 | Reward: 0.600000
Steps Taken: 8 | Time Diff: 37.4
Acton: 0 | Reward: -0.400000
Steps Taken: 9 | Time Diff: 41.85
Acton: 0 | Reward: 0.600000
Steps Taken: 10 | Time Diff: 46.32
Acton: 0 | Reward: -0.400000
Steps Taken: 11 | Time Diff: 50.78
Acton: 1 | Reward: 0.000000
Steps Taken: 12 | Time Diff: 55.24
Acton: 0 | Reward: -0.400000
Steps Taken: 13 | Time Diff: 59.69
Acton: 1 | Reward: 0.000000
Steps Taken: 14 | Time Diff: 64.15
Acton: 0 | Reward: -0.400000
Steps Taken: 15 | Time Diff: 68.61
Acton: 0 | Reward: -0.400000
Steps Taken: 16 | Time Diff: 73.06
Acton: 0 | Reward: 0.600000
Steps Taken: 17 | Time Diff: 77.52
Acton: 0 | Reward: 0.600000
Steps Taken: 18 | Time Diff: 81.97
Acton: 0 | Reward: -0.400000
Steps Taken: 19 | Time Diff: 86.43
Acton: 0 | Reward: 0.600000
Steps Taken: 20 | Time Diff: 90.89
Acton: 0 | Reward: -0.400000
Steps Taken: 21 | Time Diff: 95.35
Acton: 1 | Reward: 0.000000
Steps Taken: 22 | Time Diff: 99.81
Acton: 1 | Reward: 0.000000
Steps Taken: 23 | Time Diff: 104.27
Acton: 0 | Reward: -0.400000
Steps Taken: 24 | Time Diff: 108.73
Acton: 0 | Reward: 0.600000
Steps Taken: 25 | Time Diff: 113.19
Acton: 0 | Reward: -0.400000
Steps Taken: 26 | Time Diff: 117.65
Acton: 1 | Reward: 0.000000
Steps Taken: 27 | Time Diff: 122.11
Acton: 0 | Reward: -0.400000
Steps Taken: 28 | Time Diff: 126.56
Acton: 1 | Reward: 0.000000
Steps Taken: 29 | Time Diff: 131.01
Acton: 1 | Reward: 0.000000
Steps Taken: 30 | Time Diff: 135.47
Acton: 0 | Reward: -0.400000
Steps Taken: 31 | Time Diff: 139.93
Acton: 1 | Reward: 0.000000
Steps Taken: 32 | Time Diff: 144.38
Acton: 1 | Reward: 0.000000
Steps Taken: 33 | Time Diff: 148.84
Acton: 0 | Reward: 0.600000
Steps Taken: 34 | Time Diff: 153.29
Acton: 1 | Reward: 0.000000
Steps Taken: 35 | Time Diff: 157.75
Acton: 1 | Reward: 0.000000
Steps Taken: 36 | Time Diff: 162.21
Acton: 1 | Reward: 0.000000
Steps Taken: 37 | Time Diff: 166.66
Acton: 0 | Reward: -0.400000
Steps Taken: 38 | Time Diff: 171.11
Acton: 0 | Reward: 0.600000
Steps Taken: 39 | Time Diff: 175.57
Acton: 1 | Reward: 0.000000
Steps Taken: 40 | Time Diff: 180.02
Acton: 0 | Reward: -0.400000
Steps Taken: 41 | Time Diff: 184.49
Acton: 1 | Reward: 0.000000
Steps Taken: 42 | Time Diff: 188.93
Acton: 1 | Reward: 0.000000
Steps Taken: 43 | Time Diff: 193.4
Acton: 0 | Reward: -0.400000
Steps Taken: 44 | Time Diff: 197.85
Acton: 1 | Reward: 0.000000
Steps Taken: 45 | Time Diff: 202.31
Acton: 1 | Reward: 0.000000
Steps Taken: 46 | Time Diff: 206.76
Acton: 0 | Reward: -0.400000
Steps Taken: 47 | Time Diff: 211.21
Acton: 1 | Reward: 0.000000
Steps Taken: 48 | Time Diff: 215.67
Acton: 0 | Reward: 0.600000
Steps Taken: 49 | Time Diff: 220.12
Acton: 0 | Reward: 0.600000
Steps Taken: 50 | Time Diff: 224.58
Acton: 1 | Reward: 0.000000
Steps Taken: 1 | Time Diff: 229.06
Acton: 1 | Reward: 0.000000
Steps Taken: 2 | Time Diff: 233.53
Acton: 1 | Reward: 0.000000
Steps Taken: 3 | Time Diff: 238.01
Acton: 0 | Reward: -0.400000
Steps Taken: 4 | Time Diff: 242.48
Acton: 1 | Reward: 0.000000
Steps Taken: 5 | Time Diff: 246.95
Acton: 1 | Reward: 0.000000
Steps Taken: 6 | Time Diff: 251.43
Acton: 1 | Reward: 0.000000
Steps Taken: 7 | Time Diff: 255.89
Acton: 1 | Reward: 0.000000
Steps Taken: 8 | Time Diff: 260.36
Acton: 1 | Reward: 0.000000
Steps Taken: 9 | Time Diff: 264.82
Acton: 1 | Reward: 0.000000
Steps Taken: 10 | Time Diff: 269.29
