SIMULATE WITH PROPERTIES:
---------------------------
BAMCP with ENV: N-armed Bernoulli Bandits
Miscalibration with Options: ['Sets a cost to sampling a bandit, with known bandit having a value of 0.', 'Unfavorable prior for non-zero bandit(s)']
BAMCP Settings: Discount: 0.950000, Epsilon: 0.100000, Num_Sims: 1500, Num_Steps: 50, Num_Trials: 10
BAMCP Priors: (Alpha=[[ 0.  0.]], Beta=[[ 0.  0.]])
True bandit probabilities: [ 0.5  1. ]
---------------------------
Acton: 0 | Reward: 0.700000
Steps Taken: 1 | Time Diff: 8.27
Acton: 0 | Reward: -0.300000
Steps Taken: 2 | Time Diff: 13.82
Acton: 0 | Reward: 0.700000
Steps Taken: 3 | Time Diff: 23.36
Acton: 0 | Reward: -0.300000
Steps Taken: 4 | Time Diff: 32.93
Acton: 0 | Reward: -0.300000
Steps Taken: 5 | Time Diff: 42.56
Acton: 0 | Reward: -0.300000
Steps Taken: 6 | Time Diff: 50.76
Acton: 0 | Reward: -0.300000
Steps Taken: 7 | Time Diff: 57.54
Acton: 1 | Reward: 0.000000
Steps Taken: 8 | Time Diff: 67.12
Acton: 0 | Reward: 0.700000
Steps Taken: 9 | Time Diff: 76.69
Acton: 0 | Reward: 0.700000
Steps Taken: 10 | Time Diff: 86.35
Acton: 0 | Reward: -0.300000
Steps Taken: 11 | Time Diff: 96.02
Acton: 0 | Reward: 0.700000
Steps Taken: 12 | Time Diff: 105.65
Acton: 0 | Reward: -0.300000
Steps Taken: 13 | Time Diff: 115.33
Acton: 0 | Reward: 0.700000
Steps Taken: 14 | Time Diff: 125.0
Acton: 0 | Reward: 0.700000
Steps Taken: 15 | Time Diff: 134.67
Acton: 0 | Reward: -0.300000
Steps Taken: 16 | Time Diff: 144.36
Acton: 0 | Reward: -0.300000
Steps Taken: 17 | Time Diff: 154.05
Acton: 0 | Reward: -0.300000
Steps Taken: 18 | Time Diff: 163.73
Acton: 1 | Reward: 0.000000
Steps Taken: 19 | Time Diff: 173.41
Acton: 0 | Reward: 0.700000
Steps Taken: 20 | Time Diff: 183.04
Acton: 0 | Reward: 0.700000
Steps Taken: 21 | Time Diff: 192.74
Acton: 0 | Reward: 0.700000
Steps Taken: 22 | Time Diff: 202.42
Acton: 0 | Reward: -0.300000
Steps Taken: 23 | Time Diff: 211.49
Acton: 0 | Reward: 0.700000
Steps Taken: 24 | Time Diff: 216.59
Acton: 0 | Reward: 0.700000
Steps Taken: 25 | Time Diff: 221.1
Acton: 0 | Reward: 0.700000
Steps Taken: 26 | Time Diff: 225.58
Acton: 0 | Reward: 0.700000
Steps Taken: 27 | Time Diff: 230.1
Acton: 0 | Reward: -0.300000
Steps Taken: 28 | Time Diff: 234.59
Acton: 0 | Reward: -0.300000
Steps Taken: 29 | Time Diff: 239.09
Acton: 0 | Reward: 0.700000
Steps Taken: 30 | Time Diff: 243.58
Acton: 0 | Reward: 0.700000
Steps Taken: 31 | Time Diff: 248.08
Acton: 0 | Reward: 0.700000
Steps Taken: 32 | Time Diff: 252.59
Acton: 0 | Reward: 0.700000
Steps Taken: 33 | Time Diff: 257.08
Acton: 0 | Reward: 0.700000
Steps Taken: 34 | Time Diff: 264.49
Acton: 0 | Reward: -0.300000
Steps Taken: 35 | Time Diff: 269.12
Acton: 0 | Reward: -0.300000
Steps Taken: 36 | Time Diff: 273.62
Acton: 0 | Reward: 0.700000
Steps Taken: 37 | Time Diff: 278.12
Acton: 0 | Reward: -0.300000
Steps Taken: 38 | Time Diff: 282.62
Acton: 0 | Reward: -0.300000
Steps Taken: 39 | Time Diff: 287.12
Acton: 0 | Reward: 0.700000
Steps Taken: 40 | Time Diff: 295.59
Acton: 0 | Reward: 0.700000
Steps Taken: 41 | Time Diff: 304.99
Acton: 0 | Reward: 0.700000
Steps Taken: 42 | Time Diff: 314.38
Acton: 0 | Reward: -0.300000
Steps Taken: 43 | Time Diff: 323.77
Acton: 0 | Reward: 0.700000
Steps Taken: 44 | Time Diff: 333.16
Acton: 0 | Reward: -0.300000
Steps Taken: 45 | Time Diff: 342.56
Acton: 0 | Reward: 0.700000
Steps Taken: 46 | Time Diff: 351.95
Acton: 0 | Reward: -0.300000
Steps Taken: 47 | Time Diff: 361.34
Acton: 0 | Reward: 0.700000
Steps Taken: 48 | Time Diff: 370.82
Acton: 0 | Reward: -0.300000
Steps Taken: 49 | Time Diff: 378.28
Acton: 0 | Reward: 0.700000
Steps Taken: 50 | Time Diff: 387.24
Acton: 0 | Reward: -0.300000
Steps Taken: 1 | Time Diff: 396.61
Acton: 0 | Reward: -0.300000
Steps Taken: 2 | Time Diff: 403.19
Acton: 0 | Reward: 0.700000
Steps Taken: 3 | Time Diff: 411.98
