SIMULATE WITH PROPERTIES:
---------------------------
BAMCP with ENV: N-armed Bernoulli Bandits
Miscalibration with Options: ['Sets a cost to sampling a bandit, with known bandit having a value of 0.', 'Unfavorable prior for non-zero bandit(s)']
BAMCP Settings: Discount: 0.950000, Epsilon: 0.100000, Num_Sims: 1500, Num_Steps: 50, Num_Trials: 10
BAMCP Priors: (Alpha=[[ 0.  0.]], Beta=[[ 0.  0.]])
True bandit probabilities: [ 0.5  1. ]
---------------------------
Acton: 0 | Reward: -0.200000
Steps Taken: 32 | Time Diff: 803.69
Acton: 0 | Reward: 0.800000
Steps Taken: 33 | Time Diff: 813.06
Acton: 0 | Reward: 0.800000
Steps Taken: 34 | Time Diff: 822.44
Acton: 0 | Reward: 0.800000
Steps Taken: 35 | Time Diff: 831.83
Acton: 0 | Reward: 0.800000
Steps Taken: 36 | Time Diff: 841.21
Acton: 0 | Reward: -0.200000
Steps Taken: 37 | Time Diff: 850.62
Acton: 0 | Reward: -0.200000
Steps Taken: 38 | Time Diff: 860.01
Acton: 0 | Reward: 0.800000
Steps Taken: 39 | Time Diff: 869.39
Acton: 0 | Reward: -0.200000
Steps Taken: 40 | Time Diff: 878.79
Acton: 0 | Reward: -0.200000
Steps Taken: 41 | Time Diff: 888.19
Acton: 0 | Reward: -0.200000
Steps Taken: 42 | Time Diff: 894.43
Acton: 0 | Reward: 0.800000
Steps Taken: 43 | Time Diff: 900.68
Acton: 0 | Reward: -0.200000
Steps Taken: 44 | Time Diff: 910.13
Acton: 0 | Reward: -0.200000
Steps Taken: 45 | Time Diff: 919.5
Acton: 0 | Reward: -0.200000
Steps Taken: 46 | Time Diff: 923.99
Acton: 0 | Reward: -0.200000
Steps Taken: 47 | Time Diff: 928.46
Acton: 0 | Reward: -0.200000
Steps Taken: 48 | Time Diff: 932.94
Acton: 0 | Reward: -0.200000
Steps Taken: 49 | Time Diff: 937.42
Acton: 0 | Reward: -0.200000
Steps Taken: 50 | Time Diff: 941.89
Acton: 0 | Reward: 0.800000
Steps Taken: 1 | Time Diff: 946.37
Acton: 0 | Reward: -0.200000
Steps Taken: 2 | Time Diff: 950.86
Acton: 0 | Reward: 0.800000
Steps Taken: 3 | Time Diff: 955.34
Acton: 0 | Reward: -0.200000
Steps Taken: 4 | Time Diff: 959.81
Acton: 0 | Reward: 0.800000
Steps Taken: 5 | Time Diff: 964.29
Acton: 0 | Reward: -0.200000
Steps Taken: 6 | Time Diff: 968.76
Acton: 0 | Reward: -0.200000
Steps Taken: 7 | Time Diff: 973.25
Acton: 0 | Reward: -0.200000
Steps Taken: 8 | Time Diff: 977.73
Acton: 0 | Reward: -0.200000
Steps Taken: 9 | Time Diff: 982.19
Acton: 0 | Reward: -0.200000
Steps Taken: 10 | Time Diff: 986.66
Acton: 0 | Reward: 0.800000
Steps Taken: 11 | Time Diff: 991.14
Acton: 0 | Reward: -0.200000
Steps Taken: 12 | Time Diff: 995.61
Acton: 0 | Reward: -0.200000
Steps Taken: 13 | Time Diff: 1000.09
Acton: 0 | Reward: 0.800000
Steps Taken: 14 | Time Diff: 1004.56
Acton: 0 | Reward: -0.200000
Steps Taken: 15 | Time Diff: 1009.03
Acton: 0 | Reward: -0.200000
Steps Taken: 16 | Time Diff: 1013.51
Acton: 0 | Reward: 0.800000
Steps Taken: 17 | Time Diff: 1017.99
Acton: 0 | Reward: 0.800000
Steps Taken: 18 | Time Diff: 1022.47
Acton: 0 | Reward: -0.200000
Steps Taken: 19 | Time Diff: 1026.94
Acton: 0 | Reward: 0.800000
Steps Taken: 20 | Time Diff: 1031.42
Acton: 0 | Reward: 0.800000
Steps Taken: 21 | Time Diff: 1035.89
Acton: 0 | Reward: 0.800000
Steps Taken: 22 | Time Diff: 1040.37
Acton: 0 | Reward: 0.800000
Steps Taken: 23 | Time Diff: 1044.85
Acton: 0 | Reward: 0.800000
Steps Taken: 24 | Time Diff: 1049.32
Acton: 0 | Reward: -0.200000
Steps Taken: 25 | Time Diff: 1053.8
Acton: 0 | Reward: 0.800000
Steps Taken: 26 | Time Diff: 1058.28
Acton: 0 | Reward: -0.200000
Steps Taken: 27 | Time Diff: 1062.76
Acton: 0 | Reward: 0.800000
Steps Taken: 28 | Time Diff: 1067.24
Acton: 0 | Reward: 0.800000
Steps Taken: 29 | Time Diff: 1071.72
Acton: 0 | Reward: 0.800000
Steps Taken: 30 | Time Diff: 1076.21
Acton: 0 | Reward: -0.200000
Steps Taken: 31 | Time Diff: 1080.69
Acton: 0 | Reward: -0.200000
Steps Taken: 32 | Time Diff: 1085.17
Acton: 0 | Reward: -0.200000
Steps Taken: 33 | Time Diff: 1089.65
Acton: 0 | Reward: -0.200000
Steps Taken: 34 | Time Diff: 1094.13
Acton: 0 | Reward: 0.800000
Steps Taken: 35 | Time Diff: 1098.61
Acton: 0 | Reward: -0.200000
Steps Taken: 36 | Time Diff: 1103.53
Acton: 0 | Reward: 0.800000
Steps Taken: 37 | Time Diff: 1112.89
Acton: 0 | Reward: 0.800000
Steps Taken: 38 | Time Diff: 1122.34
Acton: 0 | Reward: 0.800000
Steps Taken: 39 | Time Diff: 1130.87
Acton: 0 | Reward: 0.800000
Steps Taken: 40 | Time Diff: 1135.43
Acton: 0 | Reward: 0.800000
Steps Taken: 41 | Time Diff: 1139.97
Acton: 0 | Reward: 0.800000
Steps Taken: 42 | Time Diff: 1144.53
Acton: 0 | Reward: -0.200000
Steps Taken: 43 | Time Diff: 1150.91
Acton: 0 | Reward: -0.200000
Steps Taken: 44 | Time Diff: 1160.3
Acton: 0 | Reward: 0.800000
Steps Taken: 45 | Time Diff: 1169.71
Acton: 0 | Reward: -0.200000
Steps Taken: 46 | Time Diff: 1179.08
Acton: 0 | Reward: -0.200000
Steps Taken: 47 | Time Diff: 1188.47
Acton: 0 | Reward: -0.200000
Steps Taken: 48 | Time Diff: 1197.83
Acton: 0 | Reward: -0.200000
Steps Taken: 49 | Time Diff: 1207.21
Acton: 0 | Reward: -0.200000
Steps Taken: 50 | Time Diff: 1215.63
Acton: 0 | Reward: -0.200000
Steps Taken: 1 | Time Diff: 1220.17
Acton: 1 | Reward: 0.000000
Steps Taken: 2 | Time Diff: 1224.72
Acton: 0 | Reward: -0.200000
Steps Taken: 3 | Time Diff: 1229.27
Acton: 0 | Reward: -0.200000
Steps Taken: 4 | Time Diff: 1233.82
Acton: 1 | Reward: 0.000000
Steps Taken: 5 | Time Diff: 1238.36
Acton: 1 | Reward: 0.000000
Steps Taken: 6 | Time Diff: 1242.91
Acton: 1 | Reward: 0.000000
Steps Taken: 7 | Time Diff: 1247.46
Acton: 0 | Reward: 0.800000
Steps Taken: 8 | Time Diff: 1252.01
Acton: 0 | Reward: -0.200000
Steps Taken: 9 | Time Diff: 1256.56
Acton: 0 | Reward: -0.200000
Steps Taken: 10 | Time Diff: 1263.0
Acton: 0 | Reward: 0.800000
Steps Taken: 11 | Time Diff: 1272.38
Acton: 1 | Reward: 0.000000
Steps Taken: 12 | Time Diff: 1281.7
Acton: 0 | Reward: 0.800000
Steps Taken: 13 | Time Diff: 1291.12
Acton: 0 | Reward: -0.200000
Steps Taken: 14 | Time Diff: 1300.57
Acton: 1 | Reward: 0.000000
Steps Taken: 15 | Time Diff: 1309.93
Acton: 0 | Reward: 0.800000
Steps Taken: 16 | Time Diff: 1318.34
Acton: 0 | Reward: 0.800000
Steps Taken: 17 | Time Diff: 1322.82
Acton: 0 | Reward: 0.800000
Steps Taken: 18 | Time Diff: 1327.3
Acton: 0 | Reward: 0.800000
Steps Taken: 19 | Time Diff: 1331.78
Acton: 0 | Reward: -0.200000
Steps Taken: 20 | Time Diff: 1336.27
Acton: 0 | Reward: 0.800000
Steps Taken: 21 | Time Diff: 1340.76
Acton: 0 | Reward: 0.800000
Steps Taken: 22 | Time Diff: 1345.26
Acton: 0 | Reward: -0.200000
Steps Taken: 23 | Time Diff: 1349.75
Acton: 0 | Reward: -0.200000
Steps Taken: 24 | Time Diff: 1354.23
Acton: 0 | Reward: 0.800000
Steps Taken: 25 | Time Diff: 1358.72
Acton: 0 | Reward: 0.800000
Steps Taken: 26 | Time Diff: 1363.21
Acton: 0 | Reward: -0.200000
Steps Taken: 27 | Time Diff: 1367.69
Acton: 0 | Reward: -0.200000
Steps Taken: 28 | Time Diff: 1372.18
Acton: 0 | Reward: -0.200000
Steps Taken: 29 | Time Diff: 1376.67
Acton: 0 | Reward: 0.800000
Steps Taken: 30 | Time Diff: 1381.15
Acton: 0 | Reward: -0.200000
Steps Taken: 31 | Time Diff: 1385.64
Acton: 0 | Reward: -0.200000
Steps Taken: 32 | Time Diff: 1390.13
Acton: 0 | Reward: -0.200000
Steps Taken: 33 | Time Diff: 1394.61
Acton: 0 | Reward: -0.200000
Steps Taken: 34 | Time Diff: 1399.09
Acton: 0 | Reward: 0.800000
Steps Taken: 35 | Time Diff: 1403.57
Acton: 0 | Reward: -0.200000
Steps Taken: 36 | Time Diff: 1408.05
Acton: 0 | Reward: -0.200000
Steps Taken: 37 | Time Diff: 1412.54
Acton: 0 | Reward: -0.200000
Steps Taken: 38 | Time Diff: 1417.03
Acton: 0 | Reward: 0.800000
Steps Taken: 39 | Time Diff: 1421.51
Acton: 0 | Reward: 0.800000
Steps Taken: 40 | Time Diff: 1425.99
Acton: 0 | Reward: 0.800000
Steps Taken: 41 | Time Diff: 1430.48
Acton: 0 | Reward: 0.800000
Steps Taken: 42 | Time Diff: 1434.96
Acton: 0 | Reward: 0.800000
Steps Taken: 43 | Time Diff: 1439.45
Acton: 0 | Reward: -0.200000
Steps Taken: 44 | Time Diff: 1443.93
Acton: 0 | Reward: 0.800000
Steps Taken: 45 | Time Diff: 1448.42
Acton: 0 | Reward: -0.200000
Steps Taken: 46 | Time Diff: 1452.9
Acton: 0 | Reward: -0.200000
Steps Taken: 47 | Time Diff: 1457.38
Acton: 0 | Reward: -0.200000
Steps Taken: 48 | Time Diff: 1461.87
Acton: 0 | Reward: 0.800000
Steps Taken: 49 | Time Diff: 1466.36
Acton: 0 | Reward: 0.800000
Steps Taken: 50 | Time Diff: 1470.84
Acton: 0 | Reward: 0.800000
Steps Taken: 1 | Time Diff: 1475.33
Acton: 0 | Reward: -0.200000
Steps Taken: 2 | Time Diff: 1479.8
Acton: 0 | Reward: -0.200000
Steps Taken: 3 | Time Diff: 1484.27
Acton: 0 | Reward: 0.800000
Steps Taken: 4 | Time Diff: 1488.77
Acton: 0 | Reward: -0.200000
Steps Taken: 5 | Time Diff: 1493.25
Acton: 0 | Reward: -0.200000
Steps Taken: 6 | Time Diff: 1497.73
Acton: 0 | Reward: -0.200000
Steps Taken: 7 | Time Diff: 1502.21
Acton: 0 | Reward: 0.800000
Steps Taken: 8 | Time Diff: 1506.69
Acton: 0 | Reward: 0.800000
Steps Taken: 9 | Time Diff: 1511.17
Acton: 0 | Reward: 0.800000
Steps Taken: 10 | Time Diff: 1515.65
Acton: 0 | Reward: -0.200000
Steps Taken: 11 | Time Diff: 1520.13
Acton: 0 | Reward: 0.800000
Steps Taken: 12 | Time Diff: 1524.62
Acton: 0 | Reward: -0.200000
Steps Taken: 13 | Time Diff: 1529.1
Acton: 0 | Reward: -0.200000
Steps Taken: 14 | Time Diff: 1533.58
Acton: 0 | Reward: -0.200000
Steps Taken: 15 | Time Diff: 1538.06
Acton: 0 | Reward: -0.200000
Steps Taken: 16 | Time Diff: 1542.53
Acton: 0 | Reward: 0.800000
Steps Taken: 17 | Time Diff: 1547.01
Acton: 0 | Reward: -0.200000
Steps Taken: 18 | Time Diff: 1553.97
Acton: 0 | Reward: -0.200000
Steps Taken: 19 | Time Diff: 1563.5
Acton: 0 | Reward: -0.200000
Steps Taken: 20 | Time Diff: 1570.05
Acton: 0 | Reward: 0.800000
Steps Taken: 21 | Time Diff: 1574.53
Acton: 0 | Reward: -0.200000
Steps Taken: 22 | Time Diff: 1579.0
Acton: 0 | Reward: -0.200000
Steps Taken: 23 | Time Diff: 1583.48
Acton: 0 | Reward: -0.200000
Steps Taken: 24 | Time Diff: 1587.96
Acton: 0 | Reward: -0.200000
Steps Taken: 25 | Time Diff: 1592.45
Acton: 0 | Reward: 0.800000
Steps Taken: 26 | Time Diff: 1596.92
Acton: 0 | Reward: 0.800000
Steps Taken: 27 | Time Diff: 1601.41
Acton: 0 | Reward: -0.200000
Steps Taken: 28 | Time Diff: 1605.9
Acton: 0 | Reward: 0.800000
Steps Taken: 29 | Time Diff: 1610.39
Acton: 0 | Reward: -0.200000
Steps Taken: 30 | Time Diff: 1614.88
Acton: 0 | Reward: 0.800000
Steps Taken: 31 | Time Diff: 1619.36
Acton: 0 | Reward: -0.200000
Steps Taken: 32 | Time Diff: 1623.82
Acton: 0 | Reward: -0.200000
Steps Taken: 33 | Time Diff: 1628.3
Acton: 0 | Reward: 0.800000
Steps Taken: 34 | Time Diff: 1632.77
Acton: 0 | Reward: -0.200000
Steps Taken: 35 | Time Diff: 1637.26
Acton: 0 | Reward: -0.200000
Steps Taken: 36 | Time Diff: 1641.73
Acton: 0 | Reward: -0.200000
Steps Taken: 37 | Time Diff: 1646.2
Acton: 0 | Reward: 0.800000
Steps Taken: 38 | Time Diff: 1650.67
Acton: 0 | Reward: -0.200000
Steps Taken: 39 | Time Diff: 1655.15
Acton: 0 | Reward: 0.800000
Steps Taken: 40 | Time Diff: 1659.61
Acton: 0 | Reward: -0.200000
Steps Taken: 41 | Time Diff: 1664.09
Acton: 0 | Reward: -0.200000
Steps Taken: 42 | Time Diff: 1668.57
Acton: 0 | Reward: -0.200000
Steps Taken: 43 | Time Diff: 1673.05
Acton: 0 | Reward: -0.200000
Steps Taken: 44 | Time Diff: 1677.53
Acton: 0 | Reward: -0.200000
Steps Taken: 45 | Time Diff: 1682.01
Acton: 0 | Reward: 0.800000
Steps Taken: 46 | Time Diff: 1686.47
Acton: 0 | Reward: -0.200000
Steps Taken: 47 | Time Diff: 1690.95
Acton: 0 | Reward: 0.800000
Steps Taken: 48 | Time Diff: 1695.43
Acton: 0 | Reward: -0.200000
Steps Taken: 49 | Time Diff: 1699.9
Acton: 0 | Reward: 0.800000
Steps Taken: 50 | Time Diff: 1704.37
Acton: 1 | Reward: 0.000000
Steps Taken: 1 | Time Diff: 1708.84
Acton: 0 | Reward: 0.800000
Steps Taken: 2 | Time Diff: 1713.33
Acton: 0 | Reward: -0.200000
Steps Taken: 3 | Time Diff: 1717.81
Acton: 0 | Reward: 0.800000
Steps Taken: 4 | Time Diff: 1722.3
Acton: 0 | Reward: 0.800000
Steps Taken: 5 | Time Diff: 1726.79
Acton: 0 | Reward: 0.800000
Steps Taken: 6 | Time Diff: 1731.28
Acton: 0 | Reward: 0.800000
Steps Taken: 7 | Time Diff: 1735.79
Acton: 0 | Reward: -0.200000
Steps Taken: 8 | Time Diff: 1740.27
Acton: 0 | Reward: 0.800000
Steps Taken: 9 | Time Diff: 1744.76
Acton: 0 | Reward: 0.800000
Steps Taken: 10 | Time Diff: 1749.25
Acton: 0 | Reward: -0.200000
Steps Taken: 11 | Time Diff: 1753.74
Acton: 0 | Reward: -0.200000
Steps Taken: 12 | Time Diff: 1758.23
Acton: 0 | Reward: -0.200000
Steps Taken: 13 | Time Diff: 1762.71
Acton: 0 | Reward: -0.200000
Steps Taken: 14 | Time Diff: 1767.19
Acton: 0 | Reward: -0.200000
Steps Taken: 15 | Time Diff: 1771.67
Acton: 0 | Reward: -0.200000
Steps Taken: 16 | Time Diff: 1776.15
Acton: 0 | Reward: -0.200000
Steps Taken: 17 | Time Diff: 1780.64
Acton: 0 | Reward: -0.200000
Steps Taken: 18 | Time Diff: 1785.12
Acton: 0 | Reward: 0.800000
Steps Taken: 19 | Time Diff: 1789.6
Acton: 0 | Reward: -0.200000
Steps Taken: 20 | Time Diff: 1794.09
Acton: 0 | Reward: -0.200000
Steps Taken: 21 | Time Diff: 1798.59
Acton: 0 | Reward: -0.200000
Steps Taken: 22 | Time Diff: 1803.06
Acton: 0 | Reward: 0.800000
Steps Taken: 23 | Time Diff: 1807.54
Acton: 0 | Reward: 0.800000
Steps Taken: 24 | Time Diff: 1812.02
Acton: 0 | Reward: -0.200000
Steps Taken: 25 | Time Diff: 1816.5
Acton: 0 | Reward: 0.800000
Steps Taken: 26 | Time Diff: 1820.98
Acton: 0 | Reward: 0.800000
Steps Taken: 27 | Time Diff: 1825.46
Acton: 0 | Reward: 0.800000
Steps Taken: 28 | Time Diff: 1829.94
Acton: 0 | Reward: 0.800000
Steps Taken: 29 | Time Diff: 1834.42
Acton: 0 | Reward: 0.800000
Steps Taken: 30 | Time Diff: 1838.9
Acton: 0 | Reward: -0.200000
Steps Taken: 31 | Time Diff: 1843.37
Acton: 0 | Reward: -0.200000
Steps Taken: 32 | Time Diff: 1847.85
Acton: 0 | Reward: 0.800000
Steps Taken: 33 | Time Diff: 1852.34
