SIMULATE WITH PROPERTIES:
---------------------------
BAMCP with ENV: N-armed Bernoulli Bandits
Miscalibration with Options: ['Sets a cost to sampling a bandit, with known bandit having a value of 0.', 'Unfavorable prior for non-zero bandit(s)']
BAMCP Settings: Discount: 0.950000, Epsilon: 0.100000, Num_Sims: 1500, Num_Steps: 50, Num_Trials: 10
BAMCP Priors: (Alpha=[[ 0.  0.]], Beta=[[ 0.  0.]])
True bandit probabilities: [ 0.5  1. ]
---------------------------
Acton: 1 | Reward: 0.000000
Steps Taken: 1 | Time Diff: 5.33
Acton: 1 | Reward: 0.000000
Steps Taken: 2 | Time Diff: 10.68
Acton: 1 | Reward: 0.000000
Steps Taken: 3 | Time Diff: 16.03
Acton: 1 | Reward: 0.000000
Steps Taken: 4 | Time Diff: 21.37
Acton: 1 | Reward: 0.000000
Steps Taken: 5 | Time Diff: 26.7
Acton: 1 | Reward: 0.000000
Steps Taken: 6 | Time Diff: 32.04
Acton: 1 | Reward: 0.000000
Steps Taken: 7 | Time Diff: 37.37
Acton: 1 | Reward: 0.000000
Steps Taken: 8 | Time Diff: 42.7
Acton: 1 | Reward: 0.000000
Steps Taken: 9 | Time Diff: 48.03
Acton: 1 | Reward: 0.000000
Steps Taken: 10 | Time Diff: 53.36
Acton: 1 | Reward: 0.000000
Steps Taken: 11 | Time Diff: 58.69
Acton: 1 | Reward: 0.000000
Steps Taken: 12 | Time Diff: 64.02
Acton: 1 | Reward: 0.000000
Steps Taken: 13 | Time Diff: 69.36
Acton: 1 | Reward: 0.000000
Steps Taken: 14 | Time Diff: 74.68
Acton: 1 | Reward: 0.000000
Steps Taken: 15 | Time Diff: 80.01
Acton: 1 | Reward: 0.000000
Steps Taken: 16 | Time Diff: 85.34
Acton: 1 | Reward: 0.000000
Steps Taken: 17 | Time Diff: 90.67
Acton: 1 | Reward: 0.000000
Steps Taken: 18 | Time Diff: 96.01
Acton: 1 | Reward: 0.000000
Steps Taken: 19 | Time Diff: 101.34
Acton: 1 | Reward: 0.000000
Steps Taken: 20 | Time Diff: 106.74
Acton: 1 | Reward: 0.000000
Steps Taken: 21 | Time Diff: 112.09
Acton: 1 | Reward: 0.000000
Steps Taken: 22 | Time Diff: 117.39
Acton: 1 | Reward: 0.000000
Steps Taken: 23 | Time Diff: 122.77
Acton: 1 | Reward: 0.000000
Steps Taken: 24 | Time Diff: 128.96
Acton: 1 | Reward: 0.000000
Steps Taken: 25 | Time Diff: 135.33
Acton: 1 | Reward: 0.000000
Steps Taken: 26 | Time Diff: 141.62
Acton: 1 | Reward: 0.000000
Steps Taken: 27 | Time Diff: 148.42
Acton: 1 | Reward: 0.000000
Steps Taken: 28 | Time Diff: 154.91
Acton: 1 | Reward: 0.000000
Steps Taken: 29 | Time Diff: 161.42
Acton: 1 | Reward: 0.000000
Steps Taken: 30 | Time Diff: 167.86
Acton: 1 | Reward: 0.000000
Steps Taken: 31 | Time Diff: 174.49
Acton: 1 | Reward: 0.000000
Steps Taken: 32 | Time Diff: 180.97
Acton: 1 | Reward: 0.000000
Steps Taken: 33 | Time Diff: 187.41
Acton: 1 | Reward: 0.000000
Steps Taken: 34 | Time Diff: 193.99
Acton: 1 | Reward: 0.000000
Steps Taken: 35 | Time Diff: 200.64
Acton: 1 | Reward: 0.000000
Steps Taken: 36 | Time Diff: 207.23
Acton: 1 | Reward: 0.000000
Steps Taken: 37 | Time Diff: 213.43
Acton: 1 | Reward: 0.000000
Steps Taken: 38 | Time Diff: 220.07
Acton: 1 | Reward: 0.000000
Steps Taken: 39 | Time Diff: 226.57
Acton: 1 | Reward: 0.000000
Steps Taken: 40 | Time Diff: 232.83
Acton: 1 | Reward: 0.000000
Steps Taken: 41 | Time Diff: 239.26
Acton: 1 | Reward: 0.000000
Steps Taken: 42 | Time Diff: 245.59
Acton: 1 | Reward: 0.000000
Steps Taken: 43 | Time Diff: 252.11
Acton: 1 | Reward: 0.000000
Steps Taken: 44 | Time Diff: 258.43
Acton: 1 | Reward: 0.000000
Steps Taken: 45 | Time Diff: 264.89
Acton: 1 | Reward: 0.000000
Steps Taken: 46 | Time Diff: 271.37
Acton: 1 | Reward: 0.000000
Steps Taken: 47 | Time Diff: 278.19
Acton: 1 | Reward: 0.000000
Steps Taken: 48 | Time Diff: 284.55
Acton: 1 | Reward: 0.000000
Steps Taken: 49 | Time Diff: 290.93
Acton: 1 | Reward: 0.000000
Steps Taken: 50 | Time Diff: 297.32
Acton: 1 | Reward: 0.000000
Steps Taken: 1 | Time Diff: 303.75
Acton: 1 | Reward: 0.000000
Steps Taken: 2 | Time Diff: 310.09
Acton: 1 | Reward: 0.000000
Steps Taken: 3 | Time Diff: 316.31
Acton: 1 | Reward: 0.000000
Steps Taken: 4 | Time Diff: 322.68
Acton: 1 | Reward: 0.000000
Steps Taken: 5 | Time Diff: 329.15
Acton: 1 | Reward: 0.000000
Steps Taken: 6 | Time Diff: 335.42
Acton: 1 | Reward: 0.000000
Steps Taken: 7 | Time Diff: 341.8
Acton: 1 | Reward: 0.000000
Steps Taken: 8 | Time Diff: 348.23
Acton: 1 | Reward: 0.000000
Steps Taken: 9 | Time Diff: 354.59
Acton: 1 | Reward: 0.000000
Steps Taken: 10 | Time Diff: 360.77
Acton: 1 | Reward: 0.000000
Steps Taken: 11 | Time Diff: 367.2
Acton: 1 | Reward: 0.000000
Steps Taken: 12 | Time Diff: 373.84
Acton: 1 | Reward: 0.000000
Steps Taken: 13 | Time Diff: 380.31
Acton: 1 | Reward: 0.000000
Steps Taken: 14 | Time Diff: 386.84
Acton: 1 | Reward: 0.000000
Steps Taken: 15 | Time Diff: 393.45
Acton: 1 | Reward: 0.000000
Steps Taken: 16 | Time Diff: 400.03
Acton: 1 | Reward: 0.000000
Steps Taken: 17 | Time Diff: 406.47
Acton: 1 | Reward: 0.000000
Steps Taken: 18 | Time Diff: 413.69
Acton: 1 | Reward: 0.000000
Steps Taken: 19 | Time Diff: 420.66
Acton: 1 | Reward: 0.000000
Steps Taken: 20 | Time Diff: 427.46
Acton: 1 | Reward: 0.000000
Steps Taken: 21 | Time Diff: 434.56
Acton: 1 | Reward: 0.000000
Steps Taken: 22 | Time Diff: 441.56
Acton: 1 | Reward: 0.000000
Steps Taken: 23 | Time Diff: 448.5
Acton: 1 | Reward: 0.000000
Steps Taken: 24 | Time Diff: 455.34
Acton: 1 | Reward: 0.000000
Steps Taken: 25 | Time Diff: 462.68
Acton: 1 | Reward: 0.000000
Steps Taken: 26 | Time Diff: 469.31
Acton: 1 | Reward: 0.000000
Steps Taken: 27 | Time Diff: 476.35
Acton: 1 | Reward: 0.000000
Steps Taken: 28 | Time Diff: 483.23
Acton: 1 | Reward: 0.000000
Steps Taken: 29 | Time Diff: 490.39
Acton: 1 | Reward: 0.000000
Steps Taken: 30 | Time Diff: 497.2
Acton: 1 | Reward: 0.000000
Steps Taken: 31 | Time Diff: 504.22
Acton: 1 | Reward: 0.000000
Steps Taken: 32 | Time Diff: 511.29
Acton: 1 | Reward: 0.000000
Steps Taken: 33 | Time Diff: 518.53
Acton: 1 | Reward: 0.000000
Steps Taken: 34 | Time Diff: 525.44
Acton: 1 | Reward: 0.000000
Steps Taken: 35 | Time Diff: 532.3
Acton: 1 | Reward: 0.000000
Steps Taken: 36 | Time Diff: 538.7
Acton: 1 | Reward: 0.000000
Steps Taken: 37 | Time Diff: 545.24
Acton: 1 | Reward: 0.000000
Steps Taken: 38 | Time Diff: 551.41
Acton: 1 | Reward: 0.000000
Steps Taken: 39 | Time Diff: 557.67
Acton: 1 | Reward: 0.000000
Steps Taken: 40 | Time Diff: 564.17
Acton: 1 | Reward: 0.000000
Steps Taken: 41 | Time Diff: 570.56
Acton: 1 | Reward: 0.000000
Steps Taken: 42 | Time Diff: 577.23
Acton: 1 | Reward: 0.000000
Steps Taken: 43 | Time Diff: 583.61
Acton: 1 | Reward: 0.000000
Steps Taken: 44 | Time Diff: 590.11
Acton: 1 | Reward: 0.000000
Steps Taken: 45 | Time Diff: 596.36
Acton: 1 | Reward: 0.000000
Steps Taken: 46 | Time Diff: 602.73
Acton: 1 | Reward: 0.000000
Steps Taken: 47 | Time Diff: 609.22
Acton: 1 | Reward: 0.000000
Steps Taken: 48 | Time Diff: 615.56
Acton: 1 | Reward: 0.000000
Steps Taken: 49 | Time Diff: 621.99
Acton: 1 | Reward: 0.000000
Steps Taken: 50 | Time Diff: 628.41
Acton: 1 | Reward: 0.000000
Steps Taken: 1 | Time Diff: 634.92
Acton: 1 | Reward: 0.000000
Steps Taken: 2 | Time Diff: 641.62
Acton: 1 | Reward: 0.000000
Steps Taken: 3 | Time Diff: 647.91
Acton: 1 | Reward: 0.000000
Steps Taken: 4 | Time Diff: 654.09
Acton: 1 | Reward: 0.000000
Steps Taken: 5 | Time Diff: 660.62
Acton: 1 | Reward: 0.000000
Steps Taken: 6 | Time Diff: 667.04
Acton: 1 | Reward: 0.000000
Steps Taken: 7 | Time Diff: 673.45
Acton: 1 | Reward: 0.000000
Steps Taken: 8 | Time Diff: 679.86
Acton: 1 | Reward: 0.000000
Steps Taken: 9 | Time Diff: 686.23
Acton: 1 | Reward: 0.000000
Steps Taken: 10 | Time Diff: 692.78
Acton: 1 | Reward: 0.000000
Steps Taken: 11 | Time Diff: 699.32
Acton: 1 | Reward: 0.000000
Steps Taken: 12 | Time Diff: 705.76
Acton: 1 | Reward: 0.000000
Steps Taken: 13 | Time Diff: 712.24
Acton: 1 | Reward: 0.000000
Steps Taken: 14 | Time Diff: 718.63
Acton: 1 | Reward: 0.000000
Steps Taken: 15 | Time Diff: 725.07
Acton: 1 | Reward: 0.000000
Steps Taken: 16 | Time Diff: 731.45
Acton: 1 | Reward: 0.000000
Steps Taken: 17 | Time Diff: 738.2
Acton: 1 | Reward: 0.000000
Steps Taken: 18 | Time Diff: 744.7
Acton: 1 | Reward: 0.000000
Steps Taken: 19 | Time Diff: 750.97
Acton: 1 | Reward: 0.000000
Steps Taken: 20 | Time Diff: 757.29
Acton: 1 | Reward: 0.000000
Steps Taken: 21 | Time Diff: 763.95
Acton: 1 | Reward: 0.000000
Steps Taken: 22 | Time Diff: 770.27
Acton: 1 | Reward: 0.000000
Steps Taken: 23 | Time Diff: 776.47
Acton: 1 | Reward: 0.000000
Steps Taken: 24 | Time Diff: 782.96
Acton: 1 | Reward: 0.000000
Steps Taken: 25 | Time Diff: 789.3
Acton: 1 | Reward: 0.000000
Steps Taken: 26 | Time Diff: 795.59
Acton: 1 | Reward: 0.000000
Steps Taken: 27 | Time Diff: 802.08
Acton: 1 | Reward: 0.000000
Steps Taken: 28 | Time Diff: 808.54
Acton: 1 | Reward: 0.000000
Steps Taken: 29 | Time Diff: 815.32
Acton: 1 | Reward: 0.000000
Steps Taken: 30 | Time Diff: 821.85
Acton: 1 | Reward: 0.000000
Steps Taken: 31 | Time Diff: 828.36
Acton: 1 | Reward: 0.000000
Steps Taken: 32 | Time Diff: 834.55
Acton: 1 | Reward: 0.000000
Steps Taken: 33 | Time Diff: 840.94
Acton: 1 | Reward: 0.000000
Steps Taken: 34 | Time Diff: 847.58
Acton: 1 | Reward: 0.000000
Steps Taken: 35 | Time Diff: 853.78
